feature	component	loading	boot_mean	boot_sd	stability
TraesCAD_scaffold_000382_01G000700	1	0.0457181506445157	0.0455655336001781	0.00129172219008252	1
TraesCAD_scaffold_011627_01G000100	1	0.0403461547841907	0.0403967099439728	0.00134632738452743	1
TraesCAD_scaffold_045162_01G000100	1	0.043005509335132	0.043101897549677	0.00145452786986096	1
TraesCAD_scaffold_070269_01G000100	1	0.0440719490821482	0.0440068093380146	0.00155991505433797	1
TraesCAD_scaffold_111050_01G000100	1	0.0288359585243786	0.029376724272799	0.00302034125564605	1
TraesCAD_scaffold_031301_01G000200	1	0.0433434782185688	0.0431167085930317	0.00174252024001903	1
TraesCAD_scaffold_022764_01G000100	1	0.0370248902108822	0.0371655890456431	0.00108795197615757	1
TraesCAD_scaffold_110001_01G000100	1	0.0346015666770253	0.0348893777617193	0.00162139738751157	1
TraesCAD_scaffold_068868_01G000200	1	0.045068647180986	0.0447685568457499	0.00111201866734488	1
TraesCAD_scaffold_092074_01G000100	1	0.0409715913715232	0.0410084378669757	0.000991542302717078	1
TraesCAD_scaffold_155550_01G000100	1	0.0439975755978994	0.0437208432086776	0.00111336101378888	1
TraesCAD_scaffold_071769_01G000300	1	0.0368721099219505	0.0369897287386134	0.00219979738880147	1
TraesCAD_scaffold_094995_01G000100	1	0.0363803977412881	0.0364695677835961	0.00116337916761378	1
TraesCAD_scaffold_026046_01G000200	1	0.0359496772411773	0.0361490981134249	0.00207439193523105	1
TraesCAD_scaffold_038936_01G000100	1	0.0424511050858057	0.0418391564569925	0.00256794705214897	1
TraesCAD_scaffold_043611_01G000100	1	0.0383157166907571	0.0385261965834911	0.0014786977180413	1
TraesCAD_scaffold_056791_01G000100	1	0.0408335639488508	0.0402257697008828	0.00260838245956248	1
TraesCAD_scaffold_036949_01G000100	1	0.0418997192880501	0.0417938789915752	0.00136071382470198	1
TraesCAD_scaffold_025968_01G000200	1	0.0423922812284583	0.0424305932182362	0.000887111283007962	1
TraesCAD_scaffold_032077_01G000100	1	0.0355119057714519	0.0356366003895366	0.000958040457106663	1
TraesCAD_scaffold_038125_01G000900	1	0.040343731336121	0.0405182800121537	0.00120855581237655	1
TraesCAD_scaffold_059548_01G000100	1	0.0405051794694715	0.0398107822441619	0.00286247714926112	1
TraesCAD_scaffold_008946_01G000100	1	0.0425907920214005	0.0420387302589653	0.00174208898593871	1
TraesCAD_scaffold_027083_01G000300	1	0.0404522427954327	0.0399915146542022	0.00181938139055491	1
TraesCAD_scaffold_022383_01G000200	1	0.0305611462048097	0.0307737409349102	0.00193730023114353	1
TraesCAD_scaffold_069519_01G000100	1	0.0413799107766432	0.0414576228949819	0.00207438127166866	1
TraesCAD_scaffold_111685_01G000100	1	0.0419024154346335	0.0415604741985259	0.00150524825467374	1
TraesCAD_scaffold_049107_01G000100	1	0.039112391596829	0.0389490537769819	0.00250407960299527	1
TraesCAD_scaffold_131651_01G000100	1	0.0415200719060078	0.0413484879187164	0.00121043569929359	1
TraesCAD_scaffold_020668_01G000100	1	0.0420463830964109	0.0417862799591626	0.00130555275809516	1
TraesCAD_scaffold_056989_01G000100	1	0.0334008463179458	0.0336732002686826	0.00208606560757368	1
TraesCAD_scaffold_044052_01G000100	1	0.0410865610172296	0.0409578132649084	0.00145670906035299	1
TraesCAD_scaffold_018106_01G000100	1	0.0414106032744701	0.0412097765317231	0.00100697361935053	1
TraesCAD_scaffold_041107_01G000400	1	0.0428343743900595	0.0426005244891946	0.00103555002680345	1
TraesCAD_scaffold_011238_01G000100	1	0.0411844418697207	0.0411484146236823	0.000713121480770092	1
TraesCAD_scaffold_031842_01G000400	1	0.0318281044367833	0.0320820489098452	0.0018145514040795	1
TraesCAD_scaffold_063548_01G000100	1	0.038078450348442	0.0381673736060854	0.00239075926577627	1
TraesCAD_scaffold_006929_01G000100	1	0.0394132847800607	0.0392056345495607	0.00105153124476115	1
TraesCAD_scaffold_071769_01G000500	1	0.0335804165496626	0.0337520839255701	0.00199749737371515	1
TraesCAD_scaffold_007351_01G000500	1	0.0392475792674579	0.0393017516975249	0.00094994267613344	1
TraesCAD_scaffold_023128_01G000500	1	0.041804892253472	0.0416151602122451	0.00114963521347223	1
TraesCAD_scaffold_574981_01G000100	1	0.0160700601052611	0.0155556676795525	0.00871771717373872	0.975
TraesCAD_scaffold_037797_01G000300	1	0.0417242685811779	0.0414960421326518	0.000975405910691721	1
TraesCAD_scaffold_054661_01G000400	1	0.0332959573271067	0.0335044118106875	0.00161413484060939	1
TraesCAD_scaffold_011627_01G000400	1	0.0322380417162526	0.032387258024993	0.00128265646157652	1
TraesCAD_scaffold_000382_01G000500	1	0.0405593912070863	0.0401828916648787	0.00137285730198531	1
TraesCAD_scaffold_037375_01G000200	1	0.0395007032837344	0.0392567007905197	0.00148516702714493	1
TraesCAD_scaffold_017919_01G000200	1	0.0409217654795253	0.0407660970896996	0.000816252316872707	1
TraesCAD_scaffold_008436_01G000600	1	0.0348912282223847	0.0351204546075254	0.00191529350069258	1
TraesCAD_scaffold_049155_01G000200	1	0.0371541098878155	0.0369264393481357	0.00248554456914654	1
TraesCAD_scaffold_045554_01G000100	1	0.033345122049581	0.0336741853555806	0.00216363656924204	1
TraesCAD_scaffold_091910_01G000200	1	0.0360416346931208	0.0360869365158105	0.00227158792970363	1
TraesCAD_scaffold_113922_01G000100	1	0.0388068655148207	0.0387519013832641	0.000982444123941696	1
TraesCAD_scaffold_061648_01G000100	1	-0.0379825223873861	-0.0376936782010188	0.00118527055577269	1
TraesCAD_scaffold_015800_01G000500	1	0.032707185989549	0.0327998842397632	0.00188054876348517	1
TraesCAD_scaffold_012147_01G000100	1	0.0338358875628619	0.0338186760375553	0.00212362921331053	1
TraesCAD_scaffold_062254_01G000200	1	0.0313673242468708	0.0316549180311827	0.0015122485591144	1
TraesCAD_scaffold_088676_01G000100	1	0.0403207345461629	0.0401963836115128	0.000918256311534714	1
TraesCAD_scaffold_002773_01G000500	1	0.0387139168293496	0.0389555846305289	0.00205030056810275	1
TraesCAD_scaffold_085748_01G000100	1	0.0379194953744258	0.0378783789325888	0.00105393165127295	1
TraesCAD_scaffold_128978_01G000200	1	0.0383678974566717	0.0382324969810387	0.00186602551805347	1
TraesCAD_scaffold_103917_01G000200	1	0.0397924549374739	0.0397365985571631	0.00109917240779707	1
