"gene_id","amplitude","regulated","lrt_fdr","archetype","distance","d_pca2","d_umap","correlation","distance_flag","ml_r2","ml_flag","kinetics_flag","convergence","convergence_label"
"TraesCAD_scaffold_064974_01G000100",18.0522288705641,TRUE,0.0402768587962896,"amplified",3.83364828837536,3.13858575300689,4.50505354818164,0.419132412611405,0,NA,0,1,1,"1 method flags"
"TraesCAD_scaffold_065134_01G000500",25.5085968749646,TRUE,3.10607978602257e-06,"amplified",2.44680576388122,1.35023466460427,0.63216380484498,0.765146414666476,0,NA,0,1,1,"1 method flags"
"TraesCAD_scaffold_065144_01G000100",13.6421598510433,FALSE,0.789655230520398,"concordant",4.08148839326687,3.82250272326079,7.23875281380225,-0.177608782266044,1,NA,0,0,1,"1 method flags"
"TraesCAD_scaffold_065243_01G000100",37.2480820590585,TRUE,0.0479927186230602,"amplified",2.28193267194889,1.09653309113069,3.10404968980978,0.0779715564993156,0,NA,0,1,1,"1 method flags"
"TraesCAD_scaffold_065547_01G000200",-0.154020109582228,TRUE,0.0400553164797042,"anticorrelated",2.90845364558955,2.85888873812063,5.67245827303863,0.394081385426448,0,NA,0,1,1,"1 method flags"
"TraesCAD_scaffold_065715_01G000100",-1.29727235303651,TRUE,0.0372081516861994,"anticorrelated",1.76797718094267,1.40096244816217,3.76888425015427,0.32552409581699,0,NA,0,1,1,"1 method flags"
"TraesCAD_scaffold_065987_01G000300",9.06443828152972,TRUE,0.0138371434482574,"amplified",3.33714330095499,2.62991532876188,3.2438786476311,0.786538767096264,0,NA,0,1,1,"1 method flags"
"TraesCAD_scaffold_066008_01G000400",-1.08081141427196,TRUE,0.00517289202151306,"anticorrelated",1.77036858902859,1.37352700405436,2.81176568741728,0.346645026214429,0,NA,0,1,1,"1 method flags"
"TraesCAD_scaffold_071292_01G000300",16.4368328152432,FALSE,0.74664664236915,"concordant",6.3495808132205,6.00882757039752,7.32453254376018,-0.384940967243109,1,NA,0,0,1,"1 method flags"
"TraesCAD_scaffold_066029_01G000100",-6.33787223749422,TRUE,0.023342965883145,"anticorrelated",1.88251152796462,1.69499609835984,4.55131997104768,-0.161792089736628,0,NA,0,1,1,"1 method flags"
"TraesCAD_scaffold_066552_01G000200",-0.337149228086857,FALSE,0.854127685745909,"kinetics_limited",6.45668319290427,6.30246238913336,4.97376745743748,-0.867152292770166,1,NA,0,0,1,"1 method flags"
"TraesCAD_scaffold_066705_01G000100",-15.9031494669391,TRUE,0.00327284523156927,"anticorrelated",2.17932864936486,1.74912443618462,5.27920356608233,-0.197492570722885,0,NA,0,1,1,"1 method flags"
"TraesCAD_scaffold_066779_01G000300",-5.59878711346764,TRUE,0.00705190099172399,"anticorrelated",3.26457925366656,2.8575206681771,4.66573695723206,0.0441251026617693,0,NA,0,1,1,"1 method flags"
"TraesCAD_scaffold_067222_01G000100",4.65493741220745,FALSE,0.965026825041817,"kinetics_limited",4.04381221200725,3.92989121957481,6.66241084906288,0.0345163175430509,1,NA,0,0,1,"1 method flags"
"TraesCAD_scaffold_067364_01G000200",6.7760135531161,FALSE,0.927497663485235,"kinetic_lag",4.49292917940802,3.93991672635965,6.34710063265462,0.078290041357822,1,NA,0,0,1,"1 method flags"
"TraesCAD_scaffold_067416_01G000100",2.78139159041927,TRUE,5.05111695390843e-16,"amplified",1.60489433920685,1.24154241888432,1.39911865063106,0.516189978348327,0,NA,0,1,1,"1 method flags"
"TraesCAD_scaffold_067442_01G000200",5.80298373599329,TRUE,4.68477875123774e-05,"amplified",1.02069822640963,0.270244799557552,0.610637492395974,0.422889839859183,0,NA,0,1,1,"1 method flags"
"TraesCAD_scaffold_067720_01G000200",3.7636947202343,FALSE,0.976570595009594,"kinetics_limited",5.92721368815393,5.80782333581876,6.04705969123712,-0.763886238710731,1,NA,0,0,1,"1 method flags"
"TraesCAD_scaffold_067971_01G000100",16.4207109392188,TRUE,0.0479927186230602,"amplified",2.19861697671784,1.03811556689638,2.26555932976436,0.140312505746443,0,NA,0,1,1,"1 method flags"
"TraesCAD_scaffold_068052_01G000300",5.71648014624858,FALSE,0.930845753453092,"kinetics_limited",4.82868823885782,3.90411911151609,5.98164156180615,0.0427651711554926,1,NA,0,0,1,"1 method flags"
"TraesCAD_scaffold_068092_01G000100",40.9004108927792,FALSE,0.10134607481859,"concordant",6.10584888506756,5.21582755655759,9.45169449063333,-0.543922299875398,1,NA,0,0,1,"1 method flags"
"TraesCAD_scaffold_068168_01G000100",2.34346877256098,FALSE,0.98975660282407,"kinetics_limited",4.01878426522036,3.95230990643245,7.2548143798847,-0.183357811101363,1,NA,0,0,1,"1 method flags"
"TraesCAD_scaffold_068235_01G000200",-4.51247981379144,TRUE,0.00309676150240673,"anticorrelated",2.3961444826788,1.39127760997811,4.99803618499035,-0.227660593354544,0,NA,0,1,1,"1 method flags"
"TraesCAD_scaffold_068388_01G000200",-2.94308550076151,FALSE,0.294049740702906,"kinetics_limited",5.20112769127172,4.8762144626771,6.80752362015088,-0.133145529603539,1,NA,0,0,1,"1 method flags"
"TraesCAD_scaffold_068592_01G000100",0.761442359222788,FALSE,0.974657435494154,"concordant",5.25638918763537,5.18285764364522,10.201183670715,0.384060929978215,1,NA,0,0,1,"1 method flags"
"TraesCAD_scaffold_068602_01G000200",2.24724873760442,FALSE,0.0840597194350279,"concordant",7.49510835516753,5.54095523729952,4.35180032152981,0.298055531429159,1,NA,0,0,1,"1 method flags"
"TraesCAD_scaffold_068826_01G000100",-0.42240592956067,TRUE,0.000495353729886189,"anticorrelated",3.86227105657515,3.29628811670641,5.8529416504211,0.0952709158204297,0,NA,0,1,1,"1 method flags"
"TraesCAD_scaffold_068862_01G000100",-1.38671225305909,FALSE,0.85366616022656,"kinetics_limited",6.58769492197164,6.39488809682737,7.55642153060225,0.241422617598757,1,NA,0,0,1,"1 method flags"
"TraesCAD_scaffold_069169_01G000100",2.5900533618559,FALSE,0.0865826430601896,"kinetic_lag",5.88970564129289,1.46064533955699,0.523904033371653,0.814087289946892,1,NA,0,0,1,"1 method flags"
"TraesCAD_scaffold_069171_01G000100",-28.2948587527703,TRUE,1.75663721269792e-19,"anticorrelated",3.40727683052104,2.15702750206285,5.45763600550063,-0.798666472123292,0,NA,0,1,1,"1 method flags"
"TraesCAD_scaffold_069365_01G000300",-1.25504841752808,TRUE,0.0009640122510001,"anticorrelated",2.67845253355459,2.32909199134351,4.66837313519838,0.0754430928944518,0,NA,0,1,1,"1 method flags"
