feature	loading	boot_mean	boot_sd	stability
TraesNOR1B03G00317210	-0.011026368847056	-0.0846087271718556	0.745614056957404	0.53
TraesNOR1B03G00318070	0.00353537640253484	0.0866293819288693	0.861417187312262	0.52
TraesNOR1B03G00319390	0.304500617996526	0.130957018479722	0.885656754439742	0.52
TraesNOR1B03G00319580	-0.0671233308786204	0.0431056312756059	0.86740582773132	0.4
TraesNOR1B03G00319600	0.48119047237978	-0.0946455336484053	0.913571477701615	0.46
TraesNOR1B03G00319940	-0.175456006599009	0.143993474683419	0.925971145262193	0.43
TraesNOR1B03G00320220	-1.60515679495434	0.11853437650977	0.88725506570516	0.49
TraesNOR1B03G00320450	0.034884420102247	0.00721255102858931	1.00099964938149	0.56
TraesNOR1B03G00320990	-0.975193495296985	-0.0090249466028496	0.873818669026677	0.45
TraesNOR1B03G00321210	-0.121773957099808	-0.0795202347766588	0.841069323522869	0.54
TraesNOR1B03G00321290	0.521483367581218	-0.0595280183658781	0.865580064827284	0.44
TraesNOR1B03G00321320	0.0276857320723751	0.0267993546915302	0.882038283938121	0.45
TraesNOR1B03G00323430	0.0886338029439422	0.103055926936077	0.82639023774128	0.51
TraesNOR1B03G00323470	-2.66461673879076	0.0817642523640586	0.808706969311461	0.4
TraesNOR1B03G00324190	-1.73811687616494	-0.166329601511623	0.780220138620047	0.53
TraesNOR1B03G00324510	0.265219916026112	0.0698630080460689	0.932606407343449	0.51
TraesNOR1B03G00324530	0.644103855201542	-0.0368462008949287	0.778613638541915	0.51
TraesNOR1B03G00324730	0.992015154955743	-0.071759315302594	0.846493412681239	0.51
TraesNOR1B03G00324830	-0.0352564215599699	0.0397881800932339	0.772604966018024	0.48
TraesNOR1B03G00325130	-0.0236570791068736	0.0988850821028947	0.886967913641439	0.45
TraesNOR1B03G00327040	0.457110913262171	0.134883229256545	0.895862037684558	0.54
TraesNOR1B03G00330410	0.00660291221527554	0.03611715841456	0.847171719304986	0.53
TraesNOR1B03G00333140	-0.398227275298422	0.016277771214601	0.820300661998622	0.47
TraesNOR1B03G00333330	1.12088410645232	0.0312044419218823	0.97837342850804	0.48
TraesNOR1B03G00334270	-0.465902355687024	-0.0363872343847642	0.759993600998014	0.5
TraesNOR1B03G00334490	0.246000141149206	-0.0618612427856255	0.823222936720848	0.49
TraesNOR1B03G00336290	-0.184403108935555	-0.110927701123861	0.707679676982444	0.55
TraesNOR1B03G00338270	-0.213498983641111	0.0730127584663505	0.826681984216319	0.52
TraesNOR1B03G00339250	0.00014384227588832	0.0424099601613825	0.884982800397018	0.45
TraesNOR1B03G00340190	0.13439865614107	-0.0351638957097767	0.783458141944902	0.53
TraesNOR1B03G00340510	0.00705665348762886	0.106402581939968	0.868572441639519	0.59
TraesNOR1B03G00341760	-1.92309009284125	-0.0307974939425124	0.884683672633132	0.51
TraesNOR1B03G00342170	-0.187293132567215	-0.0184411591098784	0.839223316431837	0.58
TraesNOR1B03G00343110	0.762381669987984	-0.200034216962355	0.747212777011061	0.43
TraesNOR1B03G00343950	-1.16662410840451	0.0777244732038512	0.857073169564044	0.47
TraesNOR1B03G00344150	-1.66511990076327	-0.114352835490029	0.846319043333626	0.55
TraesNOR1B03G00345930	0.292988960720472	-0.132983162124911	0.841656141747001	0.47
TraesNOR1B03G00347080	-2.03272664309621	0.0257023006426825	0.84898025413178	0.46
TraesNOR1B03G00349960	0.0298740724983645	-0.000666911550249675	0.801869242737312	0.43
TraesNOR1B03G00351220	0.00447611339712608	-0.058841081785413	0.862824276590598	0.45
TraesNOR1B03G00352030	0.0477312543114483	0.0522981754017812	0.876767224898748	0.53
