"gene_id","d_full","d_pca2","d_umap","correlation","amplitude"
"TraesCAD_scaffold_014747_01G000100",14.5826525659591,14.4752424317125,2.36573392779589,0.906170155437542,-2.17743045911009
"TraesCAD_scaffold_133124_01G000100",13.4654336725576,12.0190767921584,1.97242899809781,0.420865628694116,-0.581368872502991
"TraesCAD_scaffold_116541_01G000100",13.4215832602892,12.0976559200669,5.6464228231105,-0.221784096719449,0.0811293879609549
"TraesCAD_scaffold_146252_01G000100",12.9817147313081,7.499297397776,14.009144051496,-0.462613455919972,-0.38089379944099
"TraesCAD_scaffold_129059_01G000100",12.0751357894395,6.28790702799923,0.549685548727319,0.811200275418489,1.24875856954707
"TraesCAD_scaffold_004054_01G000200",11.6940472892814,11.4105998541248,4.09674069226591,-0.254322849059681,1.16200308529357
"TraesCAD_scaffold_086045_01G000100",10.903389804243,8.89256662401021,12.560774197308,-0.354920753222469,-0.202108402666218
"TraesCAD_scaffold_070666_01G000100",10.836155734724,10.3479643770298,2.41193243598896,-0.06951956983668,0.957290146260552
"TraesCAD_scaffold_054259_01G000200",10.7701241039333,4.47043273684189,3.72504622013492,-0.254163583257573,2.46437598894139
"TraesCAD_scaffold_033501_01G000300",10.7377688840199,5.94908399122665,1.17491625919555,0.19437896090695,-0.044739036942541
"TraesCAD_scaffold_003324_01G000300",10.6730340970516,10.1322320407236,5.8074038740541,-0.349762046808294,1.72368064055767
"TraesCAD_scaffold_111708_01G000100",10.5306650557303,9.69469531639925,2.16118993934122,0.629900114887885,-1.38820583432041
"TraesCAD_scaffold_055929_01G000400",10.4114485458313,9.30448028530947,10.1569778033172,-0.627021300934136,-0.527341791949006
"TraesCAD_scaffold_078281_01G000100",10.2840367023006,9.88888373209573,3.94893340061503,-0.140716710576212,0.771523193111136
"TraesCAD_scaffold_045162_01G000100",10.2531398303248,9.68363601959516,5.21074886292662,0.44180916947103,-1.63044036119321
"TraesCAD_scaffold_107053_01G000200",10.0852924975563,8.70328508899992,2.31784025868484,0.386171120865475,2.03466673007858
"TraesCAD_scaffold_030801_01G000200",10.0149175308482,9.25198123129073,4.59069421617112,0.314844538938865,0.625319338592326
"TraesCAD_scaffold_036436_01G000500",10.0034067528212,8.96733979459532,4.6033684950494,-0.00847931767225981,0.313711320128442
"TraesCAD_scaffold_041597_01G000300",9.96656440536341,8.60482564521326,3.79349645228447,0.00363685685674894,-0.133307133230827
"TraesCAD_scaffold_002471_01G000300",9.8554991877997,7.97272064299773,10.3278963551984,-0.0609284529051847,0.191586568950381
"TraesCAD_scaffold_004491_01G000100",9.80967010025579,9.60156977374707,4.82086950378975,-0.418803416588419,0.0822621169731545
"TraesCAD_scaffold_060420_01G000200",9.79953004612034,8.13295101804906,7.02859989008591,-0.781067467985943,1.87180398768083
"TraesCAD_scaffold_054661_01G000400",9.72832889214163,8.00961237895038,1.49063084946352,0.495477080432134,-0.347998010368397
"TraesCAD_scaffold_051155_01G000100",9.65517730846511,8.33485592680789,4.05770086969843,0.20674943026016,0.355043536140354
"TraesCAD_scaffold_018461_01G000500",9.46092088769951,6.77233134027416,5.35579149762338,-0.481200499124613,2.52338883679006
"TraesCAD_scaffold_131130_01G000100",9.35322558657432,8.95942216020332,4.84164304358582,-0.124428004201558,0.140884468205114
"TraesCAD_scaffold_080736_01G000100",9.33695222201214,8.73521547546209,9.99297159532572,-0.711932297687392,2.02594240477656
"TraesCAD_scaffold_110001_01G000100",9.26374834814324,7.07771637360915,2.06912881154854,0.561157596752516,-1.22411341072805
"TraesCAD_scaffold_022164_01G000300",9.23659267649855,5.25098846814934,10.1051109830096,0.0109241061562626,0.966763021806525
"TraesCAD_scaffold_028599_01G000700",9.18063187260625,8.22782375734814,10.1101739570049,-0.255282898402557,-0.459948641235574
"TraesCAD_scaffold_094995_01G000100",9.17647086089781,6.62647123592658,1.17863203776883,0.616289417395605,-0.625846445798595
"TraesCAD_scaffold_057623_01G000300",9.0754727734312,6.85466816152223,8.8780503680687,0.398831858413961,-2.22167175341688
"TraesCAD_scaffold_111050_01G000100",8.99583893381124,7.09990142809281,2.31893143427062,0.704630958220591,-1.62970898914486
"TraesCAD_scaffold_085577_01G000100",8.9740166416314,8.75887911359202,4.72078628195394,-0.517719886749098,0.82301555760109
"TraesCAD_scaffold_109408_01G000100",8.93852289935299,6.27910932228927,12.3211849921146,-0.511104598240273,0.566128720698183
"TraesCAD_scaffold_037943_01G000200",8.90405873583596,7.43437002081726,3.86144796170793,-0.0178906308636636,1.16283388128449
"TraesCAD_scaffold_011449_01G000200",8.8655007531486,8.2386059231459,10.6618804528817,-0.00507248210229152,-0.639019485025851
"TraesCAD_scaffold_010188_01G000100",8.8580126458938,2.17950976554477,5.72043359620488,-0.0853244211907063,1.98384444246638
"TraesCAD_scaffold_092477_01G000100",8.84002654368751,4.70117908107865,1.55204713141466,0.581332800932122,0.0293827994440814
"TraesCAD_scaffold_025968_01G000200",8.76590047230121,8.22324423929861,2.96589076690521,0.651098674000121,-1.32578528323592
"TraesCAD_scaffold_086159_01G000100",8.72620015963689,3.519988641886,0.52219064439609,0.620426334749189,0.0843897075119519
"TraesCAD_scaffold_163297_01G000100",8.70542474401411,8.10161607095576,9.00270597564256,-0.927078263291635,1.37611900184232
"TraesCAD_scaffold_061872_01G000400",8.69670230782827,8.60637718213954,4.8537961404986,-0.175081630121138,0.349255570868161
"TraesCAD_scaffold_047826_01G000100",8.67351006293626,8.00128465388227,9.22176654053119,-0.517829915275183,1.6025750355584
"TraesCAD_scaffold_042661_01G000500",8.6551975304627,7.58892362807542,12.5835053912601,0.131710219848103,-0.558923752998818
"TraesCAD_scaffold_062445_01G000100",8.64298875631372,7.97797398151597,3.38629263177707,0.353136273297168,-1.08293174284496
"TraesCAD_scaffold_055571_01G000300",8.62590728378911,7.35060738532365,2.31260321697506,0.658073165905104,-1.2181128432941
"TraesCAD_scaffold_023074_01G000200",8.61740333534947,8.52585477701364,5.12727843056879,-0.425129831738745,-0.161330016162843
"TraesCAD_scaffold_056989_01G000100",8.61557438746886,3.92506569432711,0.761238037606097,0.788897577606694,0.408281628280163
"TraesCAD_scaffold_006571_01G001600",8.60166186028986,8.26691914312008,3.97857943721665,0.0989807021696462,0.507733649960934
"TraesCAD_scaffold_008402_01G000100",8.55921732373062,6.72502417714759,1.21691131841602,0.723448967911087,-1.18437023210324
"TraesCAD_scaffold_002505_01G000200",8.55418070015625,7.14400929861893,2.97879778769568,0.571861165843962,-0.997308015839572
"TraesCAD_scaffold_111685_01G000100",8.52036044167559,8.05324675571291,3.36761048449765,0.823362755482836,-1.94852786924469
"TraesCAD_scaffold_063284_01G000100",8.50472396604537,6.38006803032759,4.18265151833552,-0.253517178987221,0.533946874795431
"TraesCAD_scaffold_084164_01G000200",8.467591175387,6.26545352248347,1.19444263268319,0.669599483223059,-0.532081651262102
"TraesCAD_scaffold_105035_01G000100",8.45809366085558,7.94447700860679,3.13977624824922,0.562368433308646,0.317129934206377
"TraesCAD_scaffold_058443_01G000100",8.45046328765905,8.02999315190302,12.4261579796021,-0.930795359313037,-0.12979551300495
"TraesCAD_scaffold_125145_01G000100",8.43446590444721,6.77916641422475,8.18727417770827,-0.649222190947445,2.39824312030694
"TraesCAD_scaffold_049380_01G000200",8.4311142819531,3.92923763187797,8.96925283980046,-0.802609873124464,1.33134943661384
"TraesCAD_scaffold_093581_01G000100",8.41423319464356,5.65440225706892,9.4216712741959,-0.723484566783098,1.25036962272553
"TraesCAD_scaffold_016707_01G000100",8.38370159766155,8.14917896567018,3.95527155416671,-0.33543539991056,3.80316470548137
"TraesCAD_scaffold_458666_01G000100",8.37528711687971,5.73839093012931,2.67529315089713,0.318751512661195,0.0248372362453627
"TraesCAD_scaffold_023652_01G000100",8.31379669259827,5.85019052476199,5.2667672834925,0.032401241512533,3.66470764925576
"TraesCAD_scaffold_064130_01G000200",8.29592626911881,7.32172232986705,5.04648885685235,-0.139278717794349,-0.439559873136415
"TraesCAD_scaffold_069519_01G000100",8.27762839596151,8.14953984553427,3.03277425486169,0.884478482068837,-1.96974427473089
"TraesCAD_scaffold_028385_01G000300",8.25148446521914,8.05184320532289,5.43084900124041,-0.676565568043224,-0.581009303607561
"TraesCAD_scaffold_043761_01G000200",8.21005826491541,6.9233200828592,5.05738704699778,-0.211986444757202,-0.0091112841548493
"TraesCAD_scaffold_098819_01G000100",8.20538539311392,3.58381858329633,1.31503746916757,0.37764084196023,1.56222752661276
"TraesCAD_scaffold_125814_01G000100",8.1952464308048,7.70813255237825,5.88565878727669,-0.601764647154524,0.382344411178447
"TraesCAD_scaffold_001342_01G000100",8.16899411566019,6.10210060435982,1.57802643358567,0.810383795067812,0.976313804010111
"TraesCAD_scaffold_421968_01G000100",8.16532821890653,7.70483252380174,4.37385441538155,0.200007805294151,-0.711473054767551
"TraesCAD_scaffold_062254_01G000200",8.16514565995593,7.27312637969086,2.68012373022343,0.630580704103282,-1.40189516973253
"TraesCAD_scaffold_056530_01G000300",8.14932130844733,7.46551174709644,1.90720599325349,0.900277821612434,1.70171266643729
"TraesCAD_scaffold_068638_01G000100",8.11125090941384,6.23340917779511,3.99947414094414,0.21847472508345,0.743366503848849
"TraesCAD_scaffold_158991_01G000100",8.1040565043028,7.61953665850946,4.53201498545959,-0.537410253884181,0.563419472727885
"TraesCAD_scaffold_083570_01G000200",8.0658249879506,7.08232517268297,6.61452153888227,-0.597859273770063,1.51839878601222
"TraesCAD_scaffold_003832_01G000600",8.04850999305887,7.81454989702253,8.71576112022414,-0.657034346767641,-0.198106345205277
"TraesCAD_scaffold_031633_01G000100",8.03202047557203,5.42968361348901,3.27134444675323,0.0372258948591067,0.91492668432199
"TraesCAD_scaffold_132835_01G000300",7.97298755659572,2.57926213835882,7.91643111271428,0.357534969316273,1.6687392906149
"TraesCAD_scaffold_080239_01G000400",7.96590027013298,5.21965550678445,3.34640989363514,0.0939060068311461,1.70964886934553
"TraesCAD_scaffold_095755_01G000300",7.96006732118205,5.73674041526111,2.1149594335982,0.598840573840459,1.01352231919149
"TraesCAD_scaffold_011627_01G000100",7.91125961728635,7.17299904918671,1.37876796318436,0.820771619362882,-1.10970065413892
"TraesCAD_scaffold_003410_01G000100",7.89827134359722,5.21424247330269,6.01134343497604,-0.0234489613951622,3.89599612071502
"TraesCAD_scaffold_046504_01G000200",7.87493324802703,7.71676619658937,3.03251096104439,0.19710786957717,-0.670258990550072
"TraesCAD_scaffold_016154_01G000100",7.86521249045071,5.7440269866218,8.23569287901651,-0.338815376255312,-1.39551774770616
"TraesCAD_scaffold_086440_01G000400",7.83185261527875,6.69029252107208,2.02485368005438,0.352780233774253,-0.673522281927238
"TraesCAD_scaffold_135843_01G000100",7.80492016218539,7.23694173771332,4.95323897764332,-0.0978440483458762,0.916745521127318
"TraesCAD_scaffold_079577_01G000100",7.80253308916045,7.24122924655276,8.96465338094773,-0.699945921380028,-1.71174482532747
"TraesCAD_scaffold_015654_01G000200",7.78786544702646,7.36179722730942,4.04821980729284,-0.342825538413721,0.943093909006576
"TraesCAD_scaffold_023766_01G000300",7.76818827150477,7.07506844422229,4.16924295416894,0.268052218521928,-0.837851577116615
"TraesCAD_scaffold_035254_01G000400",7.76810996811846,4.20155824310347,1.06089268463129,0.572630776831264,-0.388717336811667
"TraesCAD_scaffold_023661_01G000100",7.74529623075885,5.9035598798019,10.3394166933167,-0.420484926923573,0.278921736401525
"TraesCAD_scaffold_061976_01G000100",7.74451086059617,5.46404327741741,0.486669401426395,0.824118846962196,0.830326492996809
"TraesCAD_scaffold_019199_01G001000",7.7393327808612,6.68057401189842,10.87028834887,-0.144919992757002,0.416492119114321
"TraesCAD_scaffold_030935_01G000600",7.73358845601473,7.11695433805993,1.26749665754286,0.836239012684642,-0.838619472804376
"TraesCAD_scaffold_100081_01G000100",7.72157908716048,7.26395623361986,5.4991278897572,-0.484497176430459,-0.80632283070071
"TraesCAD_scaffold_100751_01G000100",7.71789061804111,1.2047288303341,2.80606137348112,0.289219547959411,1.31097035741257
"TraesCAD_scaffold_157295_01G000100",7.67976971404999,6.25174464947266,10.2238328766828,-0.549118188727399,0.858646194472779
"TraesCAD_scaffold_031873_01G000200",7.65943379533548,5.46849858028155,2.10135341391413,0.624896812264057,1.27083250101239
"TraesCAD_scaffold_113450_01G000100",7.65379578336627,7.2025276904196,3.76294349968049,0.404136111299315,-1.50461498702144
"TraesCAD_scaffold_064754_01G000100",7.65167991043833,4.35124625266393,6.6330440596181,-0.193256986121635,2.98586631591746
"TraesCAD_scaffold_002773_01G000600",7.64132483614043,7.09237778685253,4.54327267036891,0.0641990534096657,0.622588141618017
"TraesCAD_scaffold_034223_01G000200",7.61582864932482,7.1817798090005,5.41006517890664,-0.495610946876125,-1.87541779322673
"TraesCAD_scaffold_039571_01G000400",7.58514566235902,3.7457298633543,8.13526822309046,0.319516064264165,1.6429234747222
"TraesCAD_scaffold_071173_01G000100",7.57535993316397,7.49334373889054,5.38029339120527,-0.736625058105415,0.143003056984755
"TraesCAD_scaffold_055095_01G000100",7.54962425062873,6.18596084015675,3.85853206943413,-0.00369210173811166,0.207541279587819
"TraesCAD_scaffold_110001_01G000200",7.54641882504829,5.73613815726478,1.27168382959863,0.710005156594394,0.919308876034709
"TraesCAD_scaffold_049074_01G000600",7.54293664909504,7.14603245663259,3.60679236124102,-0.0059103096792848,1.261590932485
"TraesCAD_scaffold_110739_01G000100",7.54123671177876,6.60639715702665,9.94173509979269,-0.455785549520319,0.160990545227657
"TraesCAD_scaffold_018387_01G000400",7.53068429758587,6.73494701760773,8.33350088015571,-0.454292184490397,1.88099823573595
"TraesCAD_scaffold_066745_01G000100",7.52866381112069,0.585927035654445,1.16369725125848,0.189790007295147,0.946974691204292
"TraesCAD_scaffold_104171_01G000100",7.51367148818389,6.58791072887436,3.71616812984319,0.575764438691093,0.967845860116967
"TraesCAD_scaffold_012476_01G000100",7.51060995077099,7.06720953078808,6.5150963982102,0.48494917686256,-1.16319784391628
"TraesCAD_scaffold_009592_01G000300",7.50746171939148,6.82028377275153,7.24742049039507,-0.11301193898799,1.23673311064932
"TraesCAD_scaffold_043692_01G000100",7.50054604094637,3.86930145573004,6.39457328130335,0.134649780769977,3.55986554774176
"TraesCAD_scaffold_096690_01G000100",7.4993688060748,7.25655363605115,3.98679500796262,-0.228996531890264,0.262879140030759
"TraesCAD_scaffold_117476_01G000100",7.49776635339599,7.36083666371939,5.30319345264722,-0.598631798024836,-0.921657077590184
"TraesCAD_scaffold_028274_01G000100",7.49632670471141,7.32348404121601,9.31402647933932,-0.259199585579153,1.82598751916567
"TraesCAD_scaffold_068602_01G000200",7.49510835516753,5.54095523729952,4.35180032152981,0.298055531429159,-0.79984960966293
"TraesCAD_scaffold_016816_01G000100",7.48176443244831,4.66961250138045,3.6292197635372,0.0656214526569459,0.890825600914099
"TraesCAD_scaffold_056591_01G000400",7.4718581983177,3.38120169906962,6.68303797417575,-0.141458618681155,3.34238041328994
"TraesCAD_scaffold_026512_01G000700",7.43683074510298,6.86830902856913,4.14251518078369,0.394181385282655,1.10493378841196
"TraesCAD_scaffold_031410_01G000500",7.4354772649042,7.00531285483863,8.07649948922215,0.0503417004204035,1.85968638691689
"TraesCAD_scaffold_005404_01G000300",7.43528877531952,5.37632647714738,6.30487811136061,-0.388329593579689,1.71997765168782
"TraesCAD_scaffold_051953_01G000400",7.42593599110441,5.19239107584356,1.03327251092731,0.715828909910324,0.709155850319697
"TraesCAD_scaffold_122069_01G000100",7.40498660825808,6.32283059996836,8.01829919712032,0.234192163414016,-2.79349376220407
"TraesCAD_scaffold_049256_01G000100",7.39908450725161,7.36027785875583,10.7523960006012,0.312047462960365,-0.0877410500820283
"TraesCAD_scaffold_049207_01G000200",7.37908759933631,5.57488207375582,6.98422754572312,-0.539148463130474,1.18900363601096
"TraesCAD_scaffold_092641_01G000100",7.33888892566074,6.4736567822795,9.15648627783822,-0.460085170122943,-0.0768837060596009
"TraesCAD_scaffold_028420_01G000500",7.33444071444956,6.71709307558911,9.45401715150461,-0.228209593229357,-0.700657006415267
"TraesCAD_scaffold_002758_01G000200",7.33088407665693,7.09583074211522,2.58416791639575,0.69004719939697,1.74891779304435
"TraesCAD_scaffold_024921_01G000300",7.31473675112182,6.11288269173298,6.57159891234018,0.440987995418729,-2.42278814954878
"TraesCAD_scaffold_101586_01G000100",7.29172650117267,6.5356522349516,4.42057779749324,0.284502991272771,0.466600907299188
"TraesCAD_scaffold_041441_01G000400",7.28771291865962,5.24981006401191,4.92723554839155,-0.151761863308452,0.573107275249184
"TraesCAD_scaffold_031395_01G000200",7.2822491192235,3.53452841300144,8.0585880770344,-0.257527855810843,1.05891778171232
"TraesCAD_scaffold_046069_01G000800",7.27626973410214,3.31081565384753,3.11482728820205,-0.0116131566975908,1.6192757329551
"TraesCAD_scaffold_103917_01G000200",7.25687624329041,7.04129839367905,2.45387700925792,0.818568846067745,-1.33388330208067
"TraesCAD_scaffold_039535_01G000100",7.25620763026288,7.08531890174057,5.00919894524117,-0.279824660258672,-0.895304742167634
"TraesCAD_scaffold_037998_01G000100",7.25509768987634,5.94694030614623,3.85419546634897,0.418921532054678,-0.791362148878868
"TraesCAD_scaffold_053566_01G000100",7.24048980282787,5.96135222313428,6.6661144763315,-0.579958364078292,-1.85473925800849
"TraesCAD_scaffold_055081_01G000500",7.22189919538634,5.70276200349969,6.47226836042738,-0.315233457113572,2.83279038236261
"TraesCAD_scaffold_019272_01G000200",7.20838843323029,6.61681176999758,5.25145989320288,0.291824603108302,-1.46123830781405
"TraesCAD_scaffold_085614_01G000300",7.20364467708825,4.89146348706019,6.83532001974225,0.33622182977626,-2.87812467027548
"TraesCAD_scaffold_064612_01G000200",7.20258477813119,6.72234227832318,5.86123556431133,0.627143346635592,-1.91588048776205
"TraesCAD_scaffold_046197_01G000100",7.19510884461222,1.35590168491637,3.8897960940498,0.224532918167299,2.82688916673394
"TraesCAD_scaffold_128978_01G000200",7.17133608802566,6.72939275590061,2.05297301634176,0.738651658939153,-1.17149019300108
"TraesCAD_scaffold_477251_01G000100",7.1695953322605,6.04668409683991,1.68178118564435,0.849934487339178,1.58352777662672
"TraesCAD_scaffold_040129_01G000400",7.16443529333745,3.43550427088769,7.1254399488039,-0.319358372839948,1.6215304246541
"TraesCAD_scaffold_001004_01G000100",7.15939437562242,5.95573148949745,2.37275515151079,0.313530292044214,-1.59451596719223
"TraesCAD_scaffold_013769_01G000300",7.15581542880583,4.06091512547491,7.00169330953201,0.0356243514012619,2.41339155363945
"TraesCAD_scaffold_062533_01G000200",7.15430980783675,6.95219636115563,7.31335481319087,0.259313202257791,-1.91544325524093
"TraesCAD_scaffold_005194_01G000200",7.14243125397038,5.3589584342888,4.99154893624633,-0.219522870055374,-0.0782722708224276
"TraesCAD_scaffold_026756_01G000300",7.13896620957612,6.10211730779434,9.98691261133629,-0.240012994993977,0.549852858018834
"TraesCAD_scaffold_024820_01G000100",7.13364864139229,4.85371990032186,2.82051224195546,0.061142497190715,-0.566922408165044
"TraesCAD_scaffold_047533_01G000200",7.09704638620505,6.99796549541147,6.23021100072012,0.734873079841036,-2.1514317865652
"TraesCAD_scaffold_021254_01G000200",7.09164767672715,6.9436476881516,5.11259348823806,-0.433036613909034,-0.324391081726909
"TraesCAD_scaffold_104099_01G000100",7.07951608184851,6.68684269197952,4.43772951541445,-0.463180407631525,-1.42544711347037
"TraesCAD_scaffold_043967_01G000500",7.06619796593326,4.30161807230079,9.59596405886565,-0.316263708720789,0.980694273241473
"TraesCAD_scaffold_127211_01G000100",7.06458431751459,5.51983831365645,7.83128753511636,0.165701798658734,-0.381522151932979
"TraesCAD_scaffold_060918_01G000200",7.05550269341988,6.4007967275948,3.55823866411095,0.341369332638319,0.350878454185932
"TraesCAD_scaffold_013092_01G000100",7.05183079902626,5.68637827822026,6.55087376699751,-0.324838639103732,-0.489807777726219
"TraesCAD_scaffold_035460_01G000100",7.0269685319114,6.78622054720728,5.13465408882308,-0.357559939874005,-0.017335232504964
"TraesCAD_scaffold_016511_01G000100",7.02354161634505,6.47357927312872,2.21200971967605,0.653352209953661,1.7309611894355
"TraesCAD_scaffold_055536_01G000100",7.02275780591233,5.91826783467213,3.94797788668667,-0.0377060380793518,1.22943193679051
"TraesCAD_scaffold_053511_01G000100",7.02194378206708,6.92470202763475,6.35354956180577,-0.794809443479568,1.24952363568736
"TraesCAD_scaffold_042618_01G000300",7.01781558753354,5.78305899330908,7.17837790325332,-0.789010451843241,2.32212170243097
"TraesCAD_scaffold_111573_01G000200",7.01671292122786,6.31351258473605,9.57471657310019,0.601394848967374,-0.606559817099776
"TraesCAD_scaffold_106046_01G000100",7.01002797345355,6.85863974374378,4.54272017914312,-0.313166037644427,-0.82304793702701
"TraesCAD_scaffold_038700_01G000100",7.00912491814208,5.09782892408148,3.55275885022382,-0.370549196966547,0.496497428909382
