feature_id	t0	t6	t24	t48
ENSG00000003	0.482525813407652	0.0407939695505926	0.799196031189439	0.999391700223044
ENSG00000012	0.998958733508448	0.64257733579811	0.756055043026967	0.751353313445092
ENSG00000015	0.798050853378911	0.946211211193814	0.0155487793234123	0.0432341574547822
ENSG00000018	0.998958733508448	0.855212803879092	0.232812966459167	0.789820086602553
ENSG00000019	0.998958733508448	0.11505805953497	0.351672037365822	0.809399405216552
ENSG00000020	0.998958733508448	0.917738962759955	0.971700167292095	0.426567267996461
ENSG00000024	0.998958733508448	0.408340347892515	0.944814088491187	0.329840034048797
ENSG00000025	0.998958733508448	0.96963314871066	0.497181500359738	0.951815242593299
ENSG00000029	0.998958733508448	0.92458922397994	0.546404259012508	0.642162029454906
ENSG00000031	0.998958733508448	0.855212803879092	0.000905484147564741	0.000233595813249468
ENSG00000034	0.998958733508448	0.604976765282714	0.967422144586947	0.567418570607504
ENSG00000035	0.998958733508448	0.868857177912341	0.921641296242288	0.363977829467904
ENSG00000036	0.998958733508448	0.677803046262941	0.931936777165033	0.91628841908428
ENSG00000037	0.998958733508448	0.989520329826775	0.838236326522255	0.842102725931855
ENSG00000041	0.998958733508448	0.963703109244201	0.918439579578949	0.72416307500952
ENSG00000042	0.998958733508448	0.934059143600812	0.955751018896573	0.807514740144898
ENSG00000043	0.998958733508448	0.689510369801641	0.777399412115796	0.323754000064087
ENSG00000044	0.998958733508448	0.867830729033218	1.38836010211008e-06	2.66251499820399e-07
ENSG00000047	0.998958733508448	0.601336048972217	0.935309757665611	0.172682215398892
ENSG00000048	0.998958733508448	0.994029304591727	0.844029434164405	0.834569477849731
ENSG00000050	0.828234454894704	0.847077280540236	0.944814088491187	0.697586059474082
ENSG00000051	0.998958733508448	0.263874726062743	0.916146714199235	0.713389011310568
ENSG00000058	0.998958733508448	0.923534063756894	0.822960173256222	0.340978472547393
ENSG00000060	0.93568861095667	0.868857177912341	0.950364821546123	0.595809158884932
ENSG00000067	0.998958733508448	0.842080716533683	0.168574963095581	0.391801493562837
ENSG00000068	0.998958733508448	0.950284377271542	0.989636670800845	0.730311456929346
ENSG00000077	0.998958733508448	0.574144565701386	0.935309757665611	0.537937054203748
ENSG00000078	0.998958733508448	0.53848078503519	0.137745189367247	0.655251029003324
ENSG00000082	0.998958733508448	0.439479451930788	0.0360765123360031	0.000494044290600483
ENSG00000085	0.998958733508448	0.994029304591727	0.35308294560001	0.743719824894452
ENSG00000088	0.998958733508448	0.756014935694308	0.000413210712758628	0.336037833680179
ENSG00000089	0.998958733508448	0.715456811116257	0.759158865171102	0.332389915782603
ENSG00000093	0.998958733508448	0.99692385327154	0.916146714199235	0.695982262365149
ENSG00000094	0.998958733508448	0.971603748165927	0.354403986261282	0.809399405216552
ENSG00000095	0.998958733508448	0.587608340224897	0.0001851253863748	0.176240255601918
ENSG00000096	0.715001442191393	0.989520329826775	0.848456298247652	0.445810192228902
ENSG00000100	0.0123487508225004	0.892725504293575	0.00311273706547817	0.0078149792772327
ENSG00000101	0.617386643011917	0.942244388818565	0.0642281432163408	0.890296895689865
ENSG00000102	0.998958733508448	0.649366664763086	0.235183006458587	0.000828549314884161
ENSG00000109	0.998958733508448	0.981684264338143	0.907874301860375	0.170694368761637
ENSG00000111	0.998958733508448	0.989520329826775	0.721649642344391	0.932708647290583
ENSG00000112	0.998958733508448	0.971361553295389	0.777399412115796	0.969738754895777
ENSG00000114	0.998958733508448	0.843195336096904	0.894773214836892	0.332193097525591
ENSG00000116	0.998958733508448	0.0211667303932109	0.393083562476091	0.927813565582824
ENSG00000119	0.998958733508448	1.08774601099994e-05	0.420979326136293	0.551150982440807
ENSG00000120	0.998958733508448	0.2692405385754	0.926240246014156	0.336714361668225
ENSG00000122	0.998958733508448	0.847077280540236	0.600845245798649	0.330143527765695
ENSG00000123	0.998958733508448	0.96963314871066	0.234821771020669	0.591080617996388
ENSG00000125	0.998958733508448	0.635166462426236	0.979487240201288	0.413462553514464
ENSG00000126	0.998958733508448	0.290562934412222	0.000263497768069959	0.000150764465631794
ENSG00000129	0.998958733508448	0.808712394300221	0.955751018896573	0.332389915782603
ENSG00000134	0.998958733508448	0.745243066241883	0.903117654701586	0.54628705669528
ENSG00000136	0.998958733508448	0.936980249880012	0.0159272986516461	0.585159047813321
ENSG00000138	0.998958733508448	0.548405184217436	0.687286860018647	0.700424460824797
ENSG00000141	0.998958733508448	0.474618480516214	0.615558900274477	0.866766359872404
ENSG00000145	0.998958733508448	0.688220669971576	0.48841461963334	0.0720477741095033
ENSG00000149	0.760521494667795	0.689510369801641	0.95305452615754	0.119051882397061
ENSG00000155	0.998958733508448	0.932451859901917	0.764301244646489	0.931387899339768
ENSG00000156	0.869184339338971	0.00110435441115394	7.90331846548613e-09	3.65917314414206e-09
ENSG00000157	0.257676381540202	0.555595877441171	0.338114817462125	0.00131130790985622
ENSG00000160	0.998958733508448	0.965163094128348	0.161923550653606	0.531030741682541
ENSG00000162	0.998958733508448	0.925370549259049	0.484083759741787	0.743719824894452
ENSG00000163	0.869601743711941	0.496399173141803	0.0121181608953776	0.248748395496992
ENSG00000164	0.998958733508448	0.529917491449084	0.777399412115796	0.981581047181005
ENSG00000166	0.998958733508448	0.963703109244201	0.758982412539493	0.550078884266647
ENSG00000168	0.998958733508448	0.776669017818828	0.551156741049817	0.746379853106883
ENSG00000177	0.998958733508448	0.935598838385827	0.189875633072794	0.728436103907494
ENSG00000178	0.902200757461706	0.968108730543495	0.973787687567693	0.805038866557324
ENSG00000180	0.998958733508448	0.010850494218151	0.12042638033962	0.849605939434536
ENSG00000186	0.998958733508448	0.315021370333695	1.68584692606529e-08	1.13222357808843e-08
ENSG00000188	0.998958733508448	0.0744369834034678	0.682369757838546	0.483191314627159
ENSG00000190	0.998958733508448	0.759771045455398	0.225231586242942	0.782187131965182
ENSG00000192	0.998958733508448	0.843195336096904	0.952399007915548	0.809399405216552
ENSG00000194	0.998958733508448	0.307574772256372	0.467741778945797	0.447211180989587
ENSG00000196	0.998958733508448	0.919218019141795	0.00144228220972566	0.000265768292881219
ENSG00000197	0.998958733508448	0.925370549259049	0.115926331425186	0.989129404551221
ENSG00000198	0.998958733508448	0.878658103118266	0.00623506651521949	4.04640523375447e-06
ENSG00000199	0.998958733508448	0.936980249880012	0.0439432692414213	0.000265768292881219
ENSG00000203	0.998958733508448	0.842080716533683	0.794831405740157	0.133053049609188
ENSG00000206	0.998958733508448	0.934059143600812	0.838236326522255	0.110425553428789
ENSG00000207	0.998958733508448	0.989520329826775	0.987436715187169	0.655251029003324
ENSG00000209	0.998958733508448	0.0686349099529025	0.825221634015907	0.629210264519401
ENSG00000210	0.998958733508448	0.692940408722222	0.90418669484677	0.80485955656769
ENSG00000211	0.998958733508448	0.963703109244201	0.230528245560308	0.978854510072521
ENSG00000213	0.998958733508448	0.752701428499627	0.433662362545055	0.0210506417918188
ENSG00000214	0.998958733508448	0.609955881525679	0.010707084271784	0.000516902633712649
ENSG00000215	0.998958733508448	0.847077280540236	0.680890091778692	0.932708647290583
ENSG00000219	0.998958733508448	0.745561603498912	0.918439579578949	0.649708436338613
ENSG00000220	0.998958733508448	0.006965795954003	1.33145029434977e-08	2.77590990449783e-10
ENSG00000221	0.998958733508448	0.608449606850906	0.887451256750087	0.476876186166272
ENSG00000222	0.998958733508448	0.900002246351507	0.126067297833466	0.766522828069637
ENSG00000223	0.998958733508448	0.882782094641725	7.93533069703448e-14	0.292394450564316
ENSG00000225	0.998958733508448	0.756014935694308	0.918439579578949	0.123173200752169
ENSG00000227	0.998958733508448	0.555595877441171	0.850169827213226	0.789876830608927
ENSG00000228	0.998958733508448	0.000155945183265048	2.73793450698822e-08	0.000591761724567894
ENSG00000232	0.998958733508448	0.215634368801203	0.344711875769435	0.866766359872404
ENSG00000233	0.998958733508448	0.117935738506088	0.952399007915548	0.78451058134775
ENSG00000235	0.998958733508448	0.555595877441171	0.0817004802953483	0.0210506417918188
ENSG00000240	0.998958733508448	0.983027942935103	0.606174305226772	0.439454015584223
ENSG00000242	0.998958733508448	0.548553129614054	0.116158262977034	0.00388349217327586
ENSG00000246	0.998958733508448	0.843458579454085	0.00281988175027733	0.782187131965182
ENSG00000247	0.998958733508448	0.606763969889523	0.357518682521125	0.99312353866458
ENSG00000248	0.998958733508448	0.760212350494558	7.58633957560066e-06	1.13222357808843e-08
ENSG00000251	0.998958733508448	0.756014935694308	0.879358472965537	0.496272455213478
ENSG00000254	0.998958733508448	0.683894923410552	0.0203645539276777	0.989129404551221
ENSG00000256	0.998958733508448	0.140107133377856	0.480674749342576	0.877556885803438
ENSG00000257	0.998958733508448	0.983027942935103	0.918439579578949	0.329840034048797
ENSG00000259	0.998958733508448	0.919218019141795	0.000303615593514601	0.0983677265793541
ENSG00000261	0.998958733508448	0.872611265425714	0.955751018896573	0.622848210114912
ENSG00000262	0.998958733508448	0.548405184217436	0.0489256524839692	0.00192859161254182
