"gene_id","amplitude","regulated","rna_responds","lrt_fdr","lrt_p","archetype","t_half_M1_h","identifiable"
"TraesNOR6B03G03594350",0.444799842790866,FALSE,FALSE,0.794687738897766,0.568922172420488,"unchanged",12,FALSE
"TraesNOR6B03G03594550",2.21960663721062,FALSE,FALSE,0.929498313487986,0.830224506406792,"protein_only",80.6459524794712,TRUE
"TraesNOR6B03G03595480",1.02157040142493,FALSE,FALSE,0.990011860488641,0.982066843729754,"unchanged",13.1395747330612,TRUE
"TraesNOR6B03G03595500",-11.5474274327497,FALSE,TRUE,0.261524941088701,0.105745498567752,"kinetics_limited",432,FALSE
"TraesNOR6B03G03595590",-79.8511025983229,FALSE,FALSE,0.188050451406565,0.0696577655820789,"protein_only",432,FALSE
"TraesNOR6B03G03596030",11.1434903085236,FALSE,TRUE,0.225146460504927,0.0871957022851027,"concordant",432,TRUE
"TraesNOR6B03G03596350",-2.19955880729856,FALSE,FALSE,0.518591806145353,0.270994286520517,"protein_only",12,FALSE
"TraesNOR6B03G03600390",0.696289973392894,FALSE,TRUE,0.516725467075177,0.269537703172607,"concordant",12,TRUE
"TraesNOR6B03G03601610",1.8786118794948,TRUE,TRUE,0.00267336641133122,0.000417146726327124,"amplified",12,TRUE
"TraesNOR6B03G03605490",2.98524113116003,FALSE,TRUE,0.354000871332391,0.156890267447204,"concordant",70.3853833969828,TRUE
