group_id	prot_Ctrl_t0_r1	prot_Ctrl_t0_r2	prot_Ctrl_t0_r3	prot_Ctrl_t6_r1	prot_Ctrl_t6_r2	prot_Ctrl_t6_r3	prot_Ctrl_t24_r1	prot_Ctrl_t24_r2	prot_Ctrl_t24_r3	prot_Ctrl_t48_r1	prot_Ctrl_t48_r2	prot_Ctrl_t48_r3	prot_Trt_t0_r1	prot_Trt_t0_r2	prot_Trt_t0_r3	prot_Trt_t6_r1	prot_Trt_t6_r2	prot_Trt_t6_r3	prot_Trt_t24_r1	prot_Trt_t24_r2	prot_Trt_t24_r3	prot_Trt_t48_r1	prot_Trt_t48_r2	prot_Trt_t48_r3
PG00002	5.69405199449847	4.32120251564572	4.75805071210371	3.13258001442736	3.93785491874485	3.92341554447223	4.53376319348334	4.80267915546213	4.18157472281943	4.90976474356287	4.76895404658955	4.55756304193704	4.70267222961594	3.3922045828329	3.65214935020835	4.03247902129042	5.67375356714485	4.92079855982022	5.44238819508947	4.44477954590606	4.34122398954218	5.15431372622019	4.28432240581937	4.79958668348197
PG00004	7.09303925333804	7.87433488197635	7.81722660544052	7.04255486255723	6.80511002324548	7.23013643641625	7.40410898785632	6.78076847475832	7.30835418984061	7.66037040773657	7.54815560535785	7.25785721975995	7.35842016552419	8.01032825122095	7.48564427531734	7.49520698114219	7.56406252021934	7.10575693056408	7.52441980261828	7.05546594555858	7.51565603199529	7.60277263141507	6.54302653640901	7.74292015906939
PG00005	4.19018401738382	3.92327419460508	4.5438583007935	4.20695559089871	4.74988288934621	3.90220516143293	4.18530945996861	4.17872963099783	4.02104237293878	4.28201342536275	3.69535260377978	4.27305183177469	3.29855690518197	3.58956122918297	3.61312590826741	4.37213209392714	3.9558024490284	4.20108216182216	2.75994106014733	2.37586521451826	3.84067948538836	2.64522334963375	3.3131230280167	3.4212913399425
PG00006	6.06564667676148	6.24158404464907	6.29521245766623	6.14370591772592	6.1475416615787	6.0333475170609	6.19669275590853	6.19664988283134	6.20235176798828	6.27673714179016	6.81556551594579	6.22037061062358	6.6678149861163	6.27878939805218	6.34502515424439	6.33915790448994	5.75329580664204	6.75349886321816	5.29029205293431	5.57599165386442	6.28238799214843	6.93246611241308	6.49063233336322	6.34184437538789
PG00007	7.16385437398764	6.67496364757576	7.29276872797662	7.55232745002228	7.75784772359544	7.87745079406837	7.13502033133687	6.6681467427393	7.09129144901376	8.09847610809675	7.60280605218627	7.27240306556173	7.19578376943292	7.56881573751898	7.55435610656179	6.77086058029356	7.06634156497953	7.227940043181	7.15986941731348	7.60214909881123	7.38192157380603	7.47960262086244	6.98574038695941	8.08971801786224
PG00008	12.3710364185957	11.5312279296036	11.9396137904788	11.6053450293439	12.4394289471568	11.4092515082851	11.5728962913619	11.5433367879638	11.7327669174044	11.1645426393214	11.1766433008339	11.424252507758	12.4297115586131	11.5858906359674	12.5551661294434	12.46869214106	11.0673902502454	11.498876249444	11.0620028473957	11.6473043206092	12.0548002707625	11.4382654250099	11.7499444573844	11.8286477009868
PG00009	13.5119306210683	14.1814401203123	13.8368371320411	13.9238674557629	13.7462808999177	13.742182079752	14.1233110083458	13.7173072335433	13.6902252581919	13.1509260450123	13.1549929023041	13.8349299886461	13.8100396335544	13.7060548176035	13.8771855135077	13.4923019732258	13.4421620982029	13.1341009753587	14.0184266666286	14.1173108139204	13.5538517627427	13.7669574854722	13.8278790770309	13.7221174110227
PG00010	10.6061770989926	11.591935008183	11.1443292187184	11.2043786642898	10.976217699976	11.4882520318162	11.2898005516033	11.462932811789	11.1409110431299	11.225270218035	11.3925261160903	10.9858541598653	11.2764700299778	11.3218187715183	11.0202097600658	11.4243026484282	10.9629295593626	11.1627557404674	11.263495835952	10.4201441858732	11.2314509149321	11.0991186772129	11.041388995593	11.3465648666667
PG00012	9.70079639418859	9.74100452486171	10.1148285250127	10.3532626283873	9.56020774660367	10.1600730090314	9.76514106654317	10.2909136037114	9.0638007414956	9.87805766670057	9.74825207902494	9.77740505222224	10.6424225205293	10.0541528698638	9.63859764587203	9.84205305110034	9.84934993616414	10.0248788459588	9.79487587995273	10.4932060106782	9.8139464181983	10.0300531523276	10.1450992035816	9.99861162455222
PG00013	8.41010973407808	8.48580639037998	8.11689154973724	8.61638218231545	8.15655553453991	7.5254678250264	8.69050348712534	8.5389602041428	7.69532075212408	8.06695303107397	8.62941838392549	8.19382071281823	8.28521291648678	8.27159657714707	8.46173780938275	8.36325613706521	7.69255479857149	7.6630357846795	6.7936625624094	7.26708694947834	7.18905995791423	7.0151600250069	7.33525077812794	6.53506165026175
PG00014	10.7371740949526	9.98846136710068	10.0717526103734	9.83046260016987	10.2751515602441	9.93953373923155	9.8720312199107	10.8408525524656	10.3538661586743	10.5628860496209	10.2990074925691	10.3224813517867	10.3772392394348	9.91456701917638	10.6724260143247	10.4211074237544	10.5278921813449	10.1938440462796	10.3655472286274	10.0751727629181	10.7140135283502	10.527562513311	10.5721924518281	10.9331393228462
PG00015	3.60360272892607	4.75958001983755	5.00536699457191	4.02425087852745	3.82263273889338	3.63911428989328	4.10421359148208	3.93699936166161	3.35105944625517	4.17161664730285	4.39402387413149	2.32238874598661	3.79278928453197	3.8026483534834	4.14722358714374	4.24840935412517	3.61042560245399	4.35038244525182	3.93617886517143	3.55409942307327	4.26112717818433	4.19835136657357	4.18059407426868	4.2489799141398
PG00016	7.95914296586077	8.15797645636596	7.98960975934572	8.27723886180722	8.09674993517513	8.47982562062702	7.80169103173608	8.6611151372335	7.66529015665791	7.58658486887868	7.63974347615031	8.31388963198756	8.14990575481157	7.65607847488007	7.75094493330366	8.38301673532666	7.91699036328306	7.59546119388106	7.78147636650632	7.89527535182709	8.23334985560264	7.89305077747237	7.5150898842875	7.9363400614938
PG00017	5.08346255829331	4.95246894407774	5.61793031338206	4.74874506882376	5.15900864162654	5.05185433490276	4.98108332704384	5.54205309510284	4.40628298266935	5.14123876827017	4.85340931462963	5.25250974594309	4.79973411239389	5.0716336612827	5.03582201805728	4.88646805689541	5.54465975355033	4.48273987160527	5.11699174937699	5.24499420011754	5.00892215977186	5.12855648992261	4.59693319574464	5.16258578131139
PG00019	9.01114947613817	9.88216633062944	8.88918392515475	9.47694096227413	9.68033669629595	8.76230446761422	8.88029310186394	9.07891660118833	9.14401517902936	9.85648833115622	8.9671607761747	9.27285834834927	8.87173606874181	9.91858882192163	9.30080096241697	8.47949546459634	9.55245597680657	9.67105785194392	8.89493800622917	8.72629951391234	9.18640265386748	9.48360119566432	9.08040259332747	8.8184813033479
PG00020	5.16308894669902	4.79522432736622	4.86987871608992	4.97683993364828	4.45164092723786	5.62276186118724	4.71843501844889	4.87708833326019	5.25843081150093	4.70710175712614	5.03773694222872	4.53629042210639	4.83105493224774	4.99489179813833	4.9610721087718	4.91851482136404	4.88366844805635	4.92844421111232	4.74667170594382	5.00981937599771	5.21171893856926	5.40658947317172	4.57021491677568	4.75331854555595
