"uid","feature","block","cluster","comp","sign"
"rna__TraesCAD_scaffold_014747_01G000100","TraesCAD_scaffold_014747_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_000382_01G000500","TraesCAD_scaffold_000382_01G000500","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_070076_01G000100","TraesCAD_scaffold_070076_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_133124_01G000100","TraesCAD_scaffold_133124_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_000030_01G000400","TraesCAD_scaffold_000030_01G000400","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_084164_01G000200","TraesCAD_scaffold_084164_01G000200","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_128978_01G000200","TraesCAD_scaffold_128978_01G000200","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_052789_01G000100","TraesCAD_scaffold_052789_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_069519_01G000100","TraesCAD_scaffold_069519_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_149528_01G000100","TraesCAD_scaffold_149528_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_053566_01G000100","TraesCAD_scaffold_053566_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_025968_01G000200","TraesCAD_scaffold_025968_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_043544_01G000200","TraesCAD_scaffold_043544_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_055571_01G000300","TraesCAD_scaffold_055571_01G000300","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_042728_01G000100","TraesCAD_scaffold_042728_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_030935_01G000600","TraesCAD_scaffold_030935_01G000600","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_011238_01G000100","TraesCAD_scaffold_011238_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_003054_01G000400","TraesCAD_scaffold_003054_01G000400","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_052681_01G000100","TraesCAD_scaffold_052681_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_018667_01G000600","TraesCAD_scaffold_018667_01G000600","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_111050_01G000100","TraesCAD_scaffold_111050_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_034625_01G000900","TraesCAD_scaffold_034625_01G000900","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_131651_01G000100","TraesCAD_scaffold_131651_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_045162_01G000100","TraesCAD_scaffold_045162_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_092074_01G000100","TraesCAD_scaffold_092074_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_037061_01G000200","TraesCAD_scaffold_037061_01G000200","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_094995_01G000100","TraesCAD_scaffold_094995_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_064612_01G000200","TraesCAD_scaffold_064612_01G000200","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_005346_01G000100","TraesCAD_scaffold_005346_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_037998_01G000100","TraesCAD_scaffold_037998_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_008402_01G000100","TraesCAD_scaffold_008402_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_094530_01G000100","TraesCAD_scaffold_094530_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_086045_01G000100","TraesCAD_scaffold_086045_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_111685_01G000100","TraesCAD_scaffold_111685_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_092477_01G000100","TraesCAD_scaffold_092477_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_019321_01G000100","TraesCAD_scaffold_019321_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_057623_01G000300","TraesCAD_scaffold_057623_01G000300","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_031796_01G000100","TraesCAD_scaffold_031796_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_095525_01G000100","TraesCAD_scaffold_095525_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_020853_01G000100","TraesCAD_scaffold_020853_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_063102_01G000100","TraesCAD_scaffold_063102_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_062445_01G000100","TraesCAD_scaffold_062445_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_044052_01G000100","TraesCAD_scaffold_044052_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_069169_01G000100","TraesCAD_scaffold_069169_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_047533_01G000200","TraesCAD_scaffold_047533_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_091993_01G000100","TraesCAD_scaffold_091993_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_035254_01G000400","TraesCAD_scaffold_035254_01G000400","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_044770_01G000400","TraesCAD_scaffold_044770_01G000400","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_068592_01G000100","TraesCAD_scaffold_068592_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_040954_01G000200","TraesCAD_scaffold_040954_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_055378_01G000400","TraesCAD_scaffold_055378_01G000400","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_784555_01G000100","TraesCAD_scaffold_784555_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_011627_01G000100","TraesCAD_scaffold_011627_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_012476_01G000100","TraesCAD_scaffold_012476_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_103917_01G000200","TraesCAD_scaffold_103917_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_109408_01G000100","TraesCAD_scaffold_109408_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_086440_01G000400","TraesCAD_scaffold_086440_01G000400","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_101847_01G000100","TraesCAD_scaffold_101847_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_062254_01G000200","TraesCAD_scaffold_062254_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_098437_01G000200","TraesCAD_scaffold_098437_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_062533_01G000200","TraesCAD_scaffold_062533_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_110001_01G000100","TraesCAD_scaffold_110001_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_074499_01G000100","TraesCAD_scaffold_074499_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_088532_01G000400","TraesCAD_scaffold_088532_01G000400","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_031509_01G000100","TraesCAD_scaffold_031509_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_045339_01G000500","TraesCAD_scaffold_045339_01G000500","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_032077_01G000100","TraesCAD_scaffold_032077_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_043096_01G000300","TraesCAD_scaffold_043096_01G000300","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_064456_01G000100","TraesCAD_scaffold_064456_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_007135_01G000800","TraesCAD_scaffold_007135_01G000800","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_111573_01G000200","TraesCAD_scaffold_111573_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_056989_01G000100","TraesCAD_scaffold_056989_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_019272_01G000200","TraesCAD_scaffold_019272_01G000200","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_042006_01G000100","TraesCAD_scaffold_042006_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_011449_01G000200","TraesCAD_scaffold_011449_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_138071_01G000100","TraesCAD_scaffold_138071_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_071925_01G000100","TraesCAD_scaffold_071925_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_069763_01G000200","TraesCAD_scaffold_069763_01G000200","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_054786_01G000400","TraesCAD_scaffold_054786_01G000400","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_032995_01G000300","TraesCAD_scaffold_032995_01G000300","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_030470_01G000100","TraesCAD_scaffold_030470_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_111708_01G000100","TraesCAD_scaffold_111708_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_080248_01G000100","TraesCAD_scaffold_080248_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_131328_01G000100","TraesCAD_scaffold_131328_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_011934_01G000300","TraesCAD_scaffold_011934_01G000300","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_005419_01G000600","TraesCAD_scaffold_005419_01G000600","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_001053_01G000400","TraesCAD_scaffold_001053_01G000400","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_129059_01G000100","TraesCAD_scaffold_129059_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_065987_01G000200","TraesCAD_scaffold_065987_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_116541_01G000100","TraesCAD_scaffold_116541_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_102359_01G000100","TraesCAD_scaffold_102359_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_030360_01G000100","TraesCAD_scaffold_030360_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_091535_01G000100","TraesCAD_scaffold_091535_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_861569_01G000100","TraesCAD_scaffold_861569_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_041047_01G000600","TraesCAD_scaffold_041047_01G000600","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_066027_01G000100","TraesCAD_scaffold_066027_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_054661_01G000400","TraesCAD_scaffold_054661_01G000400","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_013787_01G000100","TraesCAD_scaffold_013787_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_055207_01G000100","TraesCAD_scaffold_055207_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_062839_01G000100","TraesCAD_scaffold_062839_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_089821_01G000200","TraesCAD_scaffold_089821_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_029735_01G000400","TraesCAD_scaffold_029735_01G000400","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_346237_01G000100","TraesCAD_scaffold_346237_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_061976_01G000100","TraesCAD_scaffold_061976_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_023333_01G000100","TraesCAD_scaffold_023333_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_059186_01G000100","TraesCAD_scaffold_059186_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_002955_01G001000","TraesCAD_scaffold_002955_01G001000","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_081516_01G000100","TraesCAD_scaffold_081516_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_631170_01G000100","TraesCAD_scaffold_631170_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_047163_01G000100","TraesCAD_scaffold_047163_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_088922_01G000100","TraesCAD_scaffold_088922_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_166766_01G000100","TraesCAD_scaffold_166766_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_056887_01G000200","TraesCAD_scaffold_056887_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_072677_01G000300","TraesCAD_scaffold_072677_01G000300","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_059507_01G000200","TraesCAD_scaffold_059507_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_109056_01G000200","TraesCAD_scaffold_109056_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_134062_01G000100","TraesCAD_scaffold_134062_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_072376_01G000300","TraesCAD_scaffold_072376_01G000300","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_042310_01G000100","TraesCAD_scaffold_042310_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_062964_01G000100","TraesCAD_scaffold_062964_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_057056_01G000300","TraesCAD_scaffold_057056_01G000300","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_068862_01G000100","TraesCAD_scaffold_068862_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_040950_01G000100","TraesCAD_scaffold_040950_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_001004_01G000100","TraesCAD_scaffold_001004_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_092048_01G000200","TraesCAD_scaffold_092048_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_015943_01G000300","TraesCAD_scaffold_015943_01G000300","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_089817_01G000100","TraesCAD_scaffold_089817_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_110979_01G000100","TraesCAD_scaffold_110979_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_046923_01G000100","TraesCAD_scaffold_046923_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_005286_01G000100","TraesCAD_scaffold_005286_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_038101_01G000300","TraesCAD_scaffold_038101_01G000300","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_009396_01G000400","TraesCAD_scaffold_009396_01G000400","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_053630_01G000100","TraesCAD_scaffold_053630_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_005789_01G000300","TraesCAD_scaffold_005789_01G000300","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_037176_01G000200","TraesCAD_scaffold_037176_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_114094_01G000200","TraesCAD_scaffold_114094_01G000200","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_088799_01G000100","TraesCAD_scaffold_088799_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_029418_01G000200","TraesCAD_scaffold_029418_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_009054_01G000100","TraesCAD_scaffold_009054_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_053577_01G000200","TraesCAD_scaffold_053577_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_049256_01G000100","TraesCAD_scaffold_049256_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_017602_01G000100","TraesCAD_scaffold_017602_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_032741_01G000300","TraesCAD_scaffold_032741_01G000300","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_011533_01G000300","TraesCAD_scaffold_011533_01G000300","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_040289_01G000300","TraesCAD_scaffold_040289_01G000300","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_042854_01G000300","TraesCAD_scaffold_042854_01G000300","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_047916_01G000200","TraesCAD_scaffold_047916_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_049101_01G000200","TraesCAD_scaffold_049101_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_050078_01G000100","TraesCAD_scaffold_050078_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_031210_01G000100","TraesCAD_scaffold_031210_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_061996_01G000100","TraesCAD_scaffold_061996_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_108091_01G000100","TraesCAD_scaffold_108091_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_047240_01G000400","TraesCAD_scaffold_047240_01G000400","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_069169_01G000200","TraesCAD_scaffold_069169_01G000200","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_032169_01G000300","TraesCAD_scaffold_032169_01G000300","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_000030_01G000100","TraesCAD_scaffold_000030_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_064130_01G000200","TraesCAD_scaffold_064130_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_021759_01G000200","TraesCAD_scaffold_021759_01G000200","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_095002_01G000100","TraesCAD_scaffold_095002_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_000271_01G000300","TraesCAD_scaffold_000271_01G000300","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_017193_01G000200","TraesCAD_scaffold_017193_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_043024_01G000500","TraesCAD_scaffold_043024_01G000500","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_005066_01G000200","TraesCAD_scaffold_005066_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_124065_01G000100","TraesCAD_scaffold_124065_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_125310_01G000200","TraesCAD_scaffold_125310_01G000200","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_054974_01G000300","TraesCAD_scaffold_054974_01G000300","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_093089_01G000300","TraesCAD_scaffold_093089_01G000300","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_122044_01G000100","TraesCAD_scaffold_122044_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_015968_01G000700","TraesCAD_scaffold_015968_01G000700","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_079577_01G000100","TraesCAD_scaffold_079577_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_021826_01G000100","TraesCAD_scaffold_021826_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_024921_01G000300","TraesCAD_scaffold_024921_01G000300","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_034368_01G000400","TraesCAD_scaffold_034368_01G000400","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_055807_01G000300","TraesCAD_scaffold_055807_01G000300","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_104761_01G000300","TraesCAD_scaffold_104761_01G000300","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_022122_01G000100","TraesCAD_scaffold_022122_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_016229_01G000100","TraesCAD_scaffold_016229_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_105035_01G000100","TraesCAD_scaffold_105035_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_110371_01G000100","TraesCAD_scaffold_110371_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_034247_01G000400","TraesCAD_scaffold_034247_01G000400","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_033134_01G000200","TraesCAD_scaffold_033134_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_034009_01G000100","TraesCAD_scaffold_034009_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_036510_01G000400","TraesCAD_scaffold_036510_01G000400","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_001941_01G000400","TraesCAD_scaffold_001941_01G000400","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_114293_01G000100","TraesCAD_scaffold_114293_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_053873_01G000100","TraesCAD_scaffold_053873_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_049352_01G000100","TraesCAD_scaffold_049352_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_122069_01G000100","TraesCAD_scaffold_122069_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_007206_01G001000","TraesCAD_scaffold_007206_01G001000","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_029620_01G000200","TraesCAD_scaffold_029620_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_086159_01G000100","TraesCAD_scaffold_086159_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_005899_01G001500","TraesCAD_scaffold_005899_01G001500","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_099581_01G000100","TraesCAD_scaffold_099581_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_023400_01G000200","TraesCAD_scaffold_023400_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_014474_01G000200","TraesCAD_scaffold_014474_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_075297_01G000100","TraesCAD_scaffold_075297_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_050432_01G000100","TraesCAD_scaffold_050432_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_042661_01G000500","TraesCAD_scaffold_042661_01G000500","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_012803_01G000400","TraesCAD_scaffold_012803_01G000400","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_042001_01G000100","TraesCAD_scaffold_042001_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_078796_01G000100","TraesCAD_scaffold_078796_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_031873_01G000200","TraesCAD_scaffold_031873_01G000200","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_019847_01G000300","TraesCAD_scaffold_019847_01G000300","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_006104_01G000200","TraesCAD_scaffold_006104_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_033501_01G000300","TraesCAD_scaffold_033501_01G000300","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_053432_01G000100","TraesCAD_scaffold_053432_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_046504_01G000200","TraesCAD_scaffold_046504_01G000200","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_014144_01G001200","TraesCAD_scaffold_014144_01G001200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_135618_01G000100","TraesCAD_scaffold_135618_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_026756_01G000300","TraesCAD_scaffold_026756_01G000300","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_001357_01G000300","TraesCAD_scaffold_001357_01G000300","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_012116_01G000700","TraesCAD_scaffold_012116_01G000700","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_009023_01G000100","TraesCAD_scaffold_009023_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_074546_01G000200","TraesCAD_scaffold_074546_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_063877_01G000100","TraesCAD_scaffold_063877_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_005194_01G000200","TraesCAD_scaffold_005194_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_054974_01G000200","TraesCAD_scaffold_054974_01G000200","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_109202_01G000100","TraesCAD_scaffold_109202_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_024023_01G000200","TraesCAD_scaffold_024023_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_037673_01G000300","TraesCAD_scaffold_037673_01G000300","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_041454_01G000200","TraesCAD_scaffold_041454_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_025051_01G000100","TraesCAD_scaffold_025051_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_117670_01G000100","TraesCAD_scaffold_117670_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_092866_01G000200","TraesCAD_scaffold_092866_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_002210_01G000400","TraesCAD_scaffold_002210_01G000400","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_124355_01G000100","TraesCAD_scaffold_124355_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_009838_01G000100","TraesCAD_scaffold_009838_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_015990_01G000300","TraesCAD_scaffold_015990_01G000300","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_026736_01G000100","TraesCAD_scaffold_026736_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_010459_01G000100","TraesCAD_scaffold_010459_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_049048_01G000300","TraesCAD_scaffold_049048_01G000300","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_033323_01G000100","TraesCAD_scaffold_033323_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_012741_01G000100","TraesCAD_scaffold_012741_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_006911_01G000100","TraesCAD_scaffold_006911_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_068602_01G000200","TraesCAD_scaffold_068602_01G000200","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_139319_01G000200","TraesCAD_scaffold_139319_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_007943_01G000500","TraesCAD_scaffold_007943_01G000500","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_018010_01G000300","TraesCAD_scaffold_018010_01G000300","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_066075_01G000200","TraesCAD_scaffold_066075_01G000200","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_001342_01G000100","TraesCAD_scaffold_001342_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_038208_01G000200","TraesCAD_scaffold_038208_01G000200","rna","C1-",1,"negative"
