"uid","feature","block","cluster","comp","sign"
"rna__TraesCAD_scaffold_137024_01G000100","TraesCAD_scaffold_137024_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_059614_01G000100","TraesCAD_scaffold_059614_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_096353_01G000100","TraesCAD_scaffold_096353_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_003772_01G000100","TraesCAD_scaffold_003772_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_020318_01G000100","TraesCAD_scaffold_020318_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_010740_01G000100","TraesCAD_scaffold_010740_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_027614_01G000100","TraesCAD_scaffold_027614_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_055175_01G000100","TraesCAD_scaffold_055175_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_111743_01G000100","TraesCAD_scaffold_111743_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_105559_01G000200","TraesCAD_scaffold_105559_01G000200","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_046124_01G000300","TraesCAD_scaffold_046124_01G000300","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_006913_01G000100","TraesCAD_scaffold_006913_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_021805_01G000400","TraesCAD_scaffold_021805_01G000400","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_061671_01G000100","TraesCAD_scaffold_061671_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_052413_01G000300","TraesCAD_scaffold_052413_01G000300","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_059011_01G000300","TraesCAD_scaffold_059011_01G000300","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_062310_01G000200","TraesCAD_scaffold_062310_01G000200","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_132497_01G000100","TraesCAD_scaffold_132497_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_083686_01G000100","TraesCAD_scaffold_083686_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_002683_01G000300","TraesCAD_scaffold_002683_01G000300","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_013154_01G000200","TraesCAD_scaffold_013154_01G000200","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_022668_01G000100","TraesCAD_scaffold_022668_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_024445_01G000100","TraesCAD_scaffold_024445_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_021930_01G000200","TraesCAD_scaffold_021930_01G000200","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_120824_01G000100","TraesCAD_scaffold_120824_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_090084_01G000100","TraesCAD_scaffold_090084_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_031815_01G000200","TraesCAD_scaffold_031815_01G000200","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_005794_01G000200","TraesCAD_scaffold_005794_01G000200","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_050152_01G000200","TraesCAD_scaffold_050152_01G000200","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_034347_01G000100","TraesCAD_scaffold_034347_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_021691_01G000200","TraesCAD_scaffold_021691_01G000200","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_077275_01G000300","TraesCAD_scaffold_077275_01G000300","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_031794_01G000100","TraesCAD_scaffold_031794_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_079527_01G000100","TraesCAD_scaffold_079527_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_065016_01G000100","TraesCAD_scaffold_065016_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_036767_01G000400","TraesCAD_scaffold_036767_01G000400","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_043947_01G000200","TraesCAD_scaffold_043947_01G000200","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_059481_01G000100","TraesCAD_scaffold_059481_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_085614_01G000300","TraesCAD_scaffold_085614_01G000300","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_021069_01G000300","TraesCAD_scaffold_021069_01G000300","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_083344_01G000200","TraesCAD_scaffold_083344_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_039251_01G000300","TraesCAD_scaffold_039251_01G000300","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_045341_01G000200","TraesCAD_scaffold_045341_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_031275_01G000300","TraesCAD_scaffold_031275_01G000300","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_002869_01G000100","TraesCAD_scaffold_002869_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_060817_01G000400","TraesCAD_scaffold_060817_01G000400","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_004563_01G000100","TraesCAD_scaffold_004563_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_109295_01G000200","TraesCAD_scaffold_109295_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_008772_01G000400","TraesCAD_scaffold_008772_01G000400","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_057132_01G000300","TraesCAD_scaffold_057132_01G000300","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_001967_01G000200","TraesCAD_scaffold_001967_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_015802_01G000100","TraesCAD_scaffold_015802_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_063386_01G000200","TraesCAD_scaffold_063386_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_047963_01G000300","TraesCAD_scaffold_047963_01G000300","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_056392_01G000100","TraesCAD_scaffold_056392_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_023933_01G000100","TraesCAD_scaffold_023933_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_014812_01G000100","TraesCAD_scaffold_014812_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_029999_01G000100","TraesCAD_scaffold_029999_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_071648_01G000400","TraesCAD_scaffold_071648_01G000400","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_000099_01G000100","TraesCAD_scaffold_000099_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_014513_01G000200","TraesCAD_scaffold_014513_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_095601_01G000200","TraesCAD_scaffold_095601_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_118495_01G000100","TraesCAD_scaffold_118495_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_019830_01G000100","TraesCAD_scaffold_019830_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_040824_01G000200","TraesCAD_scaffold_040824_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_096170_01G000100","TraesCAD_scaffold_096170_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_174092_01G000200","TraesCAD_scaffold_174092_01G000200","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_041632_01G000200","TraesCAD_scaffold_041632_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_048729_01G000100","TraesCAD_scaffold_048729_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_031821_01G000500","TraesCAD_scaffold_031821_01G000500","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_002795_01G000700","TraesCAD_scaffold_002795_01G000700","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_022872_01G000200","TraesCAD_scaffold_022872_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_019326_01G000100","TraesCAD_scaffold_019326_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_006505_01G000200","TraesCAD_scaffold_006505_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_059685_01G000400","TraesCAD_scaffold_059685_01G000400","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_003256_01G000200","TraesCAD_scaffold_003256_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_057504_01G000100","TraesCAD_scaffold_057504_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_086421_01G000200","TraesCAD_scaffold_086421_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_034316_01G000800","TraesCAD_scaffold_034316_01G000800","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_120988_01G000200","TraesCAD_scaffold_120988_01G000200","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_078720_01G000100","TraesCAD_scaffold_078720_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_045411_01G000200","TraesCAD_scaffold_045411_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_086583_01G000200","TraesCAD_scaffold_086583_01G000200","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_030308_01G000600","TraesCAD_scaffold_030308_01G000600","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_058981_01G000200","TraesCAD_scaffold_058981_01G000200","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_084208_01G000100","TraesCAD_scaffold_084208_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_035028_01G000300","TraesCAD_scaffold_035028_01G000300","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_009953_01G000100","TraesCAD_scaffold_009953_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_023669_01G000400","TraesCAD_scaffold_023669_01G000400","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_000214_01G000100","TraesCAD_scaffold_000214_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_064856_01G000100","TraesCAD_scaffold_064856_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_643997_01G000200","TraesCAD_scaffold_643997_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_046286_01G000100","TraesCAD_scaffold_046286_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_046353_01G000100","TraesCAD_scaffold_046353_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_015754_01G000100","TraesCAD_scaffold_015754_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_071766_01G000100","TraesCAD_scaffold_071766_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_042866_01G000600","TraesCAD_scaffold_042866_01G000600","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_027191_01G000200","TraesCAD_scaffold_027191_01G000200","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_018088_01G000100","TraesCAD_scaffold_018088_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_128290_01G000100","TraesCAD_scaffold_128290_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_026267_01G000100","TraesCAD_scaffold_026267_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_028174_01G000100","TraesCAD_scaffold_028174_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_000972_01G000400","TraesCAD_scaffold_000972_01G000400","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_034030_01G000200","TraesCAD_scaffold_034030_01G000200","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_097234_01G000100","TraesCAD_scaffold_097234_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_039007_01G000200","TraesCAD_scaffold_039007_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_045751_01G000200","TraesCAD_scaffold_045751_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_016822_01G000100","TraesCAD_scaffold_016822_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_023915_01G000200","TraesCAD_scaffold_023915_01G000200","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_065300_01G000100","TraesCAD_scaffold_065300_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_107132_01G000200","TraesCAD_scaffold_107132_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_103051_01G000100","TraesCAD_scaffold_103051_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_011249_01G000200","TraesCAD_scaffold_011249_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_046277_01G000400","TraesCAD_scaffold_046277_01G000400","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_045266_01G000100","TraesCAD_scaffold_045266_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_064859_01G000100","TraesCAD_scaffold_064859_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_091158_01G000100","TraesCAD_scaffold_091158_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_036532_01G000400","TraesCAD_scaffold_036532_01G000400","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_033128_01G000400","TraesCAD_scaffold_033128_01G000400","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_153528_01G000100","TraesCAD_scaffold_153528_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_002644_01G000100","TraesCAD_scaffold_002644_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_010807_01G000300","TraesCAD_scaffold_010807_01G000300","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_133765_01G000100","TraesCAD_scaffold_133765_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_013147_01G000600","TraesCAD_scaffold_013147_01G000600","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_003535_01G000300","TraesCAD_scaffold_003535_01G000300","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_097788_01G000300","TraesCAD_scaffold_097788_01G000300","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_054907_01G000300","TraesCAD_scaffold_054907_01G000300","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_088463_01G000200","TraesCAD_scaffold_088463_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_086105_01G000100","TraesCAD_scaffold_086105_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_090258_01G000100","TraesCAD_scaffold_090258_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_000332_01G000900","TraesCAD_scaffold_000332_01G000900","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_128283_01G000200","TraesCAD_scaffold_128283_01G000200","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_013496_01G000200","TraesCAD_scaffold_013496_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_025509_01G000400","TraesCAD_scaffold_025509_01G000400","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_003715_01G000100","TraesCAD_scaffold_003715_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_023619_01G000100","TraesCAD_scaffold_023619_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_062535_01G000200","TraesCAD_scaffold_062535_01G000200","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_078502_01G000100","TraesCAD_scaffold_078502_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_002176_01G000400","TraesCAD_scaffold_002176_01G000400","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_097265_01G000300","TraesCAD_scaffold_097265_01G000300","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_053164_01G000100","TraesCAD_scaffold_053164_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_012040_01G000100","TraesCAD_scaffold_012040_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_037722_01G000100","TraesCAD_scaffold_037722_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_107152_01G000100","TraesCAD_scaffold_107152_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_033262_01G000100","TraesCAD_scaffold_033262_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_070354_01G000100","TraesCAD_scaffold_070354_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_127436_01G000200","TraesCAD_scaffold_127436_01G000200","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_021461_01G000100","TraesCAD_scaffold_021461_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_009030_01G000600","TraesCAD_scaffold_009030_01G000600","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_060424_01G000500","TraesCAD_scaffold_060424_01G000500","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_021884_01G000200","TraesCAD_scaffold_021884_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_003367_01G000100","TraesCAD_scaffold_003367_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_107047_01G000100","TraesCAD_scaffold_107047_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_029289_01G000100","TraesCAD_scaffold_029289_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_015213_01G000200","TraesCAD_scaffold_015213_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_077845_01G000200","TraesCAD_scaffold_077845_01G000200","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_025578_01G000700","TraesCAD_scaffold_025578_01G000700","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_013017_01G000600","TraesCAD_scaffold_013017_01G000600","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_025542_01G000100","TraesCAD_scaffold_025542_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_054084_01G000200","TraesCAD_scaffold_054084_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_071725_01G000200","TraesCAD_scaffold_071725_01G000200","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_090524_01G000100","TraesCAD_scaffold_090524_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_125814_01G000100","TraesCAD_scaffold_125814_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_024524_01G000300","TraesCAD_scaffold_024524_01G000300","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_013162_01G000300","TraesCAD_scaffold_013162_01G000300","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_018956_01G000100","TraesCAD_scaffold_018956_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_023494_01G000200","TraesCAD_scaffold_023494_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_099870_01G000100","TraesCAD_scaffold_099870_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_106751_01G000100","TraesCAD_scaffold_106751_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_020663_01G000300","TraesCAD_scaffold_020663_01G000300","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_083087_01G000100","TraesCAD_scaffold_083087_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_035222_01G000200","TraesCAD_scaffold_035222_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_027134_01G000200","TraesCAD_scaffold_027134_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_095499_01G000100","TraesCAD_scaffold_095499_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_001264_01G000200","TraesCAD_scaffold_001264_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_070186_01G000300","TraesCAD_scaffold_070186_01G000300","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_011395_01G000900","TraesCAD_scaffold_011395_01G000900","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_077161_01G000100","TraesCAD_scaffold_077161_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_047688_01G000200","TraesCAD_scaffold_047688_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_039899_01G000400","TraesCAD_scaffold_039899_01G000400","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_048508_01G000400","TraesCAD_scaffold_048508_01G000400","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_028395_01G000100","TraesCAD_scaffold_028395_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_019638_01G000100","TraesCAD_scaffold_019638_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_013135_01G000700","TraesCAD_scaffold_013135_01G000700","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_008482_01G000300","TraesCAD_scaffold_008482_01G000300","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_008032_01G000400","TraesCAD_scaffold_008032_01G000400","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_077760_01G000100","TraesCAD_scaffold_077760_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_013096_01G000400","TraesCAD_scaffold_013096_01G000400","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_058304_01G000100","TraesCAD_scaffold_058304_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_062211_01G000100","TraesCAD_scaffold_062211_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_073703_01G000100","TraesCAD_scaffold_073703_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_016191_01G000100","TraesCAD_scaffold_016191_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_028756_01G000100","TraesCAD_scaffold_028756_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_035120_01G000200","TraesCAD_scaffold_035120_01G000200","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_021060_01G000200","TraesCAD_scaffold_021060_01G000200","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_075398_01G000300","TraesCAD_scaffold_075398_01G000300","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_046330_01G000100","TraesCAD_scaffold_046330_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_019163_01G000200","TraesCAD_scaffold_019163_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_057016_01G000100","TraesCAD_scaffold_057016_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_050976_01G000700","TraesCAD_scaffold_050976_01G000700","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_055929_01G000400","TraesCAD_scaffold_055929_01G000400","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_037010_01G000500","TraesCAD_scaffold_037010_01G000500","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_037977_01G000200","TraesCAD_scaffold_037977_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_018292_01G000100","TraesCAD_scaffold_018292_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_018293_01G000300","TraesCAD_scaffold_018293_01G000300","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_057685_01G000200","TraesCAD_scaffold_057685_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_087135_01G000100","TraesCAD_scaffold_087135_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_165538_01G000100","TraesCAD_scaffold_165538_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_093855_01G000100","TraesCAD_scaffold_093855_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_023074_01G000200","TraesCAD_scaffold_023074_01G000200","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_027941_01G000500","TraesCAD_scaffold_027941_01G000500","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_001871_01G000300","TraesCAD_scaffold_001871_01G000300","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_024558_01G000200","TraesCAD_scaffold_024558_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_005155_01G000500","TraesCAD_scaffold_005155_01G000500","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_098853_01G000100","TraesCAD_scaffold_098853_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_146811_01G000100","TraesCAD_scaffold_146811_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_006087_01G000200","TraesCAD_scaffold_006087_01G000200","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_094743_01G000100","TraesCAD_scaffold_094743_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_003051_01G000100","TraesCAD_scaffold_003051_01G000100","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_027222_01G000300","TraesCAD_scaffold_027222_01G000300","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_027709_01G000100","TraesCAD_scaffold_027709_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_106046_01G000100","TraesCAD_scaffold_106046_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_004737_01G000300","TraesCAD_scaffold_004737_01G000300","rna","C1+",1,"positive"
"rna__TraesCAD_scaffold_070023_01G000200","TraesCAD_scaffold_070023_01G000200","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_129143_01G000200","TraesCAD_scaffold_129143_01G000200","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_075592_01G000100","TraesCAD_scaffold_075592_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_005294_01G000300","TraesCAD_scaffold_005294_01G000300","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_057693_01G000100","TraesCAD_scaffold_057693_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_005207_01G000200","TraesCAD_scaffold_005207_01G000200","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_051392_01G000100","TraesCAD_scaffold_051392_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_131130_01G000100","TraesCAD_scaffold_131130_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_017675_01G000100","TraesCAD_scaffold_017675_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_004967_01G001100","TraesCAD_scaffold_004967_01G001100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_107690_01G000100","TraesCAD_scaffold_107690_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_071125_01G000100","TraesCAD_scaffold_071125_01G000100","rna","C2-",2,"negative"
"rna__TraesCAD_scaffold_122742_01G000100","TraesCAD_scaffold_122742_01G000100","rna","C2+",2,"positive"
"rna__TraesCAD_scaffold_076928_01G000100","TraesCAD_scaffold_076928_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_008898_01G000100","TraesCAD_scaffold_008898_01G000100","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_065134_01G000500","TraesCAD_scaffold_065134_01G000500","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_011767_01G000400","TraesCAD_scaffold_011767_01G000400","rna","C1-",1,"negative"
"rna__TraesCAD_scaffold_061426_01G000200","TraesCAD_scaffold_061426_01G000200","rna","C2+",2,"positive"
