"uid","feature","block","cluster","comp","sign"
"rna__TraesNOR3A03G01480520","TraesNOR3A03G01480520","rna","C1-",1,"negative"
"rna__TraesNOR2A03G00676490","TraesNOR2A03G00676490","rna","C1-",1,"negative"
"rna__TraesNOR2B03G00966200","TraesNOR2B03G00966200","rna","C1-",1,"negative"
"rna__TraesNOR2A03G00760290","TraesNOR2A03G00760290","rna","C1-",1,"negative"
"rna__TraesNOR2D03G01166300","TraesNOR2D03G01166300","rna","C1-",1,"negative"
"rna__TraesNOR3D03G01989620","TraesNOR3D03G01989620","rna","C1-",1,"negative"
"rna__TraesNOR2D03G01135910","TraesNOR2D03G01135910","rna","C1+",1,"positive"
"rna__TraesNOR2B03G00941850","TraesNOR2B03G00941850","rna","C1-",1,"negative"
"rna__TraesNOR6B03G03640310","TraesNOR6B03G03640310","rna","C1-",1,"negative"
"rna__TraesNOR1A03G00023360","TraesNOR1A03G00023360","rna","C1-",1,"negative"
"rna__TraesNOR5B03G03050780","TraesNOR5B03G03050780","rna","C1-",1,"negative"
"rna__TraesNOR2B03G00878220","TraesNOR2B03G00878220","rna","C2+",2,"positive"
"rna__TraesNOR4B03G02388340","TraesNOR4B03G02388340","rna","C2+",2,"positive"
"rna__TraesNOR5D03G03055960","TraesNOR5D03G03055960","rna","C1-",1,"negative"
"rna__TraesNOR1A03G00117510","TraesNOR1A03G00117510","rna","C1-",1,"negative"
"rna__TraesNOR1D03G00523950","TraesNOR1D03G00523950","rna","C2+",2,"positive"
"rna__TraesNOR3B03G01610530","TraesNOR3B03G01610530","rna","C2+",2,"positive"
"rna__TraesNOR6D03G03717280","TraesNOR6D03G03717280","rna","C2-",2,"negative"
"rna__TraesNOR3D03G01994610","TraesNOR3D03G01994610","rna","C1-",1,"negative"
"rna__TraesNOR2D03G01133970","TraesNOR2D03G01133970","rna","C2+",2,"positive"
"rna__TraesNOR3B03G01611300","TraesNOR3B03G01611300","rna","C2+",2,"positive"
"rna__TraesNOR5A03G02712470","TraesNOR5A03G02712470","rna","C2+",2,"positive"
"rna__TraesNOR4D03G02512620","TraesNOR4D03G02512620","rna","C1-",1,"negative"
"rna__TraesNOR4D03G02461770","TraesNOR4D03G02461770","rna","C2-",2,"negative"
"rna__TraesNOR5A03G02790270","TraesNOR5A03G02790270","rna","C2+",2,"positive"
"rna__TraesNOR2B03G01055860","TraesNOR2B03G01055860","rna","C2+",2,"positive"
"rna__TraesNOR7D03G04516060","TraesNOR7D03G04516060","rna","C1-",1,"negative"
"rna__TraesNOR2A03G00803350","TraesNOR2A03G00803350","rna","C2+",2,"positive"
"rna__TraesNOR6A03G03398900","TraesNOR6A03G03398900","rna","C1-",1,"negative"
"rna__TraesNOR5A03G02799430","TraesNOR5A03G02799430","rna","C1-",1,"negative"
"rna__TraesNOR3D03G01953480","TraesNOR3D03G01953480","rna","C2+",2,"positive"
"rna__TraesNOR4B03G02413190","TraesNOR4B03G02413190","rna","C1-",1,"negative"
"rna__TraesNOR3B03G01755880","TraesNOR3B03G01755880","rna","C2+",2,"positive"
"rna__TraesNOR7D03G04455450","TraesNOR7D03G04455450","rna","C1-",1,"negative"
"rna__TraesNOR5A03G02801130","TraesNOR5A03G02801130","rna","C1-",1,"negative"
"rna__TraesNOR1A03G00163550","TraesNOR1A03G00163550","rna","C1-",1,"negative"
"rna__TraesNOR7D03G04459560","TraesNOR7D03G04459560","rna","C1-",1,"negative"
"rna__TraesNOR5A03G02755700","TraesNOR5A03G02755700","rna","C2+",2,"positive"
"rna__TraesNOR3D03G01908200","TraesNOR3D03G01908200","rna","C2+",2,"positive"
"rna__TraesNOR1B03G00204450","TraesNOR1B03G00204450","rna","C1-",1,"negative"
"rna__TraesNOR5D03G03264640","TraesNOR5D03G03264640","rna","C1-",1,"negative"
"rna__TraesNOR7D03G04455060","TraesNOR7D03G04455060","rna","C1-",1,"negative"
"rna__TraesNOR1D03G00452910","TraesNOR1D03G00452910","rna","C1+",1,"positive"
"rna__TraesNOR2D03G01235770","TraesNOR2D03G01235770","rna","C2+",2,"positive"
"rna__TraesNOR5B03G02989680","TraesNOR5B03G02989680","rna","C2+",2,"positive"
"rna__TraesNOR1D03G00454980","TraesNOR1D03G00454980","rna","C1-",1,"negative"
"rna__TraesNOR6B03G03497120","TraesNOR6B03G03497120","rna","C1-",1,"negative"
"rna__TraesNOR2D03G01195830","TraesNOR2D03G01195830","rna","C2+",2,"positive"
"rna__TraesNOR1D03G00505400","TraesNOR1D03G00505400","rna","C2-",2,"negative"
"rna__TraesNOR6A03G03404340","TraesNOR6A03G03404340","rna","C1-",1,"negative"
"rna__TraesNOR2D03G01223610","TraesNOR2D03G01223610","rna","C1-",1,"negative"
"rna__TraesNOR5A03G02586730","TraesNOR5A03G02586730","rna","C2+",2,"positive"
"rna__TraesNOR1B03G00403960","TraesNOR1B03G00403960","rna","C1+",1,"positive"
"rna__TraesNOR2B03G01025030","TraesNOR2B03G01025030","rna","C1+",1,"positive"
"rna__TraesNOR2D03G01258090","TraesNOR2D03G01258090","rna","C1-",1,"negative"
"rna__TraesNOR4D03G02464990","TraesNOR4D03G02464990","rna","C1-",1,"negative"
"rna__TraesNOR1A03G00037620","TraesNOR1A03G00037620","rna","C1-",1,"negative"
"rna__TraesNOR4B03G02248010","TraesNOR4B03G02248010","rna","C1-",1,"negative"
"rna__TraesNOR5D03G03138560","TraesNOR5D03G03138560","rna","C1-",1,"negative"
"rna__TraesNOR3A03G01506840","TraesNOR3A03G01506840","rna","C1-",1,"negative"
"rna__TraesNOR3B03G01750020","TraesNOR3B03G01750020","rna","C1-",1,"negative"
"rna__TraesNOR3D03G01917870","TraesNOR3D03G01917870","rna","C1-",1,"negative"
"rna__TraesNOR4A03G02169570","TraesNOR4A03G02169570","rna","C2+",2,"positive"
"rna__TraesNOR1B03G00394260","TraesNOR1B03G00394260","rna","C1-",1,"negative"
"rna__TraesNOR7D03G04423630","TraesNOR7D03G04423630","rna","C1-",1,"negative"
"rna__TraesNOR2A03G00638470","TraesNOR2A03G00638470","rna","C2+",2,"positive"
"rna__TraesNOR6B03G03498320","TraesNOR6B03G03498320","rna","C1-",1,"negative"
"rna__TraesNOR5D03G03218120","TraesNOR5D03G03218120","rna","C1-",1,"negative"
"rna__TraesNOR6A03G03269750","TraesNOR6A03G03269750","rna","C1+",1,"positive"
"rna__TraesNOR5D03G03102780","TraesNOR5D03G03102780","rna","C1-",1,"negative"
"rna__TraesNOR3D03G01924610","TraesNOR3D03G01924610","rna","C1-",1,"negative"
"rna__TraesNOR2B03G00958300","TraesNOR2B03G00958300","rna","C1-",1,"negative"
"rna__TraesNOR5B03G02917990","TraesNOR5B03G02917990","rna","C1-",1,"negative"
"rna__TraesNOR6B03G03471810","TraesNOR6B03G03471810","rna","C2+",2,"positive"
"rna__TraesNOR5B03G02820980","TraesNOR5B03G02820980","rna","C2+",2,"positive"
"rna__TraesNOR2B03G00973200","TraesNOR2B03G00973200","rna","C1-",1,"negative"
"rna__TraesNOR2D03G01265000","TraesNOR2D03G01265000","rna","C1+",1,"positive"
"rna__TraesNOR3D03G01984190","TraesNOR3D03G01984190","rna","C1-",1,"negative"
"rna__TraesNOR3B03G01561130","TraesNOR3B03G01561130","rna","C1-",1,"negative"
"rna__TraesNOR3A03G01506210","TraesNOR3A03G01506210","rna","C1-",1,"negative"
"rna__TraesNOR7B03G04314470","TraesNOR7B03G04314470","rna","C1-",1,"negative"
"rna__TraesNOR5D03G03255900","TraesNOR5D03G03255900","rna","C1+",1,"positive"
"rna__TraesNOR4D03G02514290","TraesNOR4D03G02514290","rna","C1-",1,"negative"
"rna__TraesNOR1B03G00325130","TraesNOR1B03G00325130","rna","C1-",1,"negative"
"rna__TraesNOR4B03G02335660","TraesNOR4B03G02335660","rna","C1-",1,"negative"
"rna__TraesNOR3D03G01889070","TraesNOR3D03G01889070","rna","C2+",2,"positive"
"rna__TraesNOR1A03G00023440","TraesNOR1A03G00023440","rna","C1+",1,"positive"
"rna__TraesNOR3A03G01337450","TraesNOR3A03G01337450","rna","C1-",1,"negative"
"rna__TraesNOR5A03G02691530","TraesNOR5A03G02691530","rna","C2+",2,"positive"
"rna__TraesNOR2B03G01071250","TraesNOR2B03G01071250","rna","C1+",1,"positive"
"rna__TraesNOR5A03G02782120","TraesNOR5A03G02782120","rna","C1-",1,"negative"
"rna__TraesNOR1B03G00229270","TraesNOR1B03G00229270","rna","C1+",1,"positive"
"rna__TraesNOR2A03G00625180","TraesNOR2A03G00625180","rna","C1+",1,"positive"
"rna__TraesNOR2D03G01165660","TraesNOR2D03G01165660","rna","C1-",1,"negative"
"rna__TraesNOR5A03G02790260","TraesNOR5A03G02790260","rna","C1-",1,"negative"
"rna__TraesNOR4A03G02168450","TraesNOR4A03G02168450","rna","C1+",1,"positive"
"rna__TraesNOR3A03G01497550","TraesNOR3A03G01497550","rna","C1-",1,"negative"
"rna__TraesNOR3D03G01971530","TraesNOR3D03G01971530","rna","C2-",2,"negative"
"rna__TraesNOR7B03G04236480","TraesNOR7B03G04236480","rna","C1+",1,"positive"
"rna__TraesNOR6A03G03300830","TraesNOR6A03G03300830","rna","C2+",2,"positive"
"rna__TraesNOR3D03G01969670","TraesNOR3D03G01969670","rna","C1-",1,"negative"
"rna__TraesNOR4D03G02487390","TraesNOR4D03G02487390","rna","C2+",2,"positive"
"rna__TraesNOR3D03G01836490","TraesNOR3D03G01836490","rna","C2-",2,"negative"
"rna__TraesNOR3B03G01785750","TraesNOR3B03G01785750","rna","C2+",2,"positive"
"rna__TraesNOR5B03G02904270","TraesNOR5B03G02904270","rna","C1-",1,"negative"
"rna__TraesNOR7D03G04328170","TraesNOR7D03G04328170","rna","C1+",1,"positive"
"rna__TraesNOR7B03G04103020","TraesNOR7B03G04103020","rna","C1+",1,"positive"
"rna__TraesNOR5B03G02905730","TraesNOR5B03G02905730","rna","C2+",2,"positive"
"rna__TraesNOR5A03G02799250","TraesNOR5A03G02799250","rna","C1-",1,"negative"
"rna__TraesNOR5D03G03217890","TraesNOR5D03G03217890","rna","C1-",1,"negative"
"rna__TraesNOR1D03G00570400","TraesNOR1D03G00570400","rna","C1-",1,"negative"
"rna__TraesNOR2D03G01292430","TraesNOR2D03G01292430","rna","C1-",1,"negative"
"rna__TraesNOR2D03G01262710","TraesNOR2D03G01262710","rna","C1-",1,"negative"
"rna__TraesNOR5D03G03199340","TraesNOR5D03G03199340","rna","C1-",1,"negative"
"rna__TraesNOR6D03G03700890","TraesNOR6D03G03700890","rna","C2-",2,"negative"
"rna__TraesNOR7D03G04386560","TraesNOR7D03G04386560","rna","C1-",1,"negative"
"rna__TraesNOR5B03G02907340","TraesNOR5B03G02907340","rna","C2+",2,"positive"
"rna__TraesNOR4A03G02159110","TraesNOR4A03G02159110","rna","C1+",1,"positive"
"rna__TraesNOR5B03G02857960","TraesNOR5B03G02857960","rna","C1-",1,"negative"
"rna__TraesNOR3A03G01368630","TraesNOR3A03G01368630","rna","C2+",2,"positive"
"rna__TraesNOR1B03G00250480","TraesNOR1B03G00250480","rna","C2+",2,"positive"
"rna__TraesNOR1A03G00096290","TraesNOR1A03G00096290","rna","C1-",1,"negative"
"rna__TraesNOR7A03G03858840","TraesNOR7A03G03858840","rna","C1-",1,"negative"
"rna__TraesNOR4D03G02473180","TraesNOR4D03G02473180","rna","C1-",1,"negative"
"rna__TraesNOR2D03G01163530","TraesNOR2D03G01163530","rna","C2+",2,"positive"
"rna__TraesNOR4D03G02553100","TraesNOR4D03G02553100","rna","C2-",2,"negative"
"rna__TraesNOR2D03G01168840","TraesNOR2D03G01168840","rna","C1-",1,"negative"
"rna__TraesNOR2A03G00760560","TraesNOR2A03G00760560","rna","C1-",1,"negative"
"rna__TraesNOR2A03G00594680","TraesNOR2A03G00594680","rna","C2+",2,"positive"
"rna__TraesNOR3B03G01555600","TraesNOR3B03G01555600","rna","C1-",1,"negative"
"rna__TraesNOR1B03G00319940","TraesNOR1B03G00319940","rna","C1-",1,"negative"
"rna__TraesNOR7D03G04461810","TraesNOR7D03G04461810","rna","C2-",2,"negative"
"rna__TraesNOR7D03G04447560","TraesNOR7D03G04447560","rna","C1+",1,"positive"
"rna__TraesNOR4D03G02548380","TraesNOR4D03G02548380","rna","C2-",2,"negative"
"rna__TraesNOR6D03G03812860","TraesNOR6D03G03812860","rna","C2+",2,"positive"
"rna__TraesNOR1D03G00515070","TraesNOR1D03G00515070","rna","C2+",2,"positive"
"rna__TraesNOR5D03G03228620","TraesNOR5D03G03228620","rna","C2-",2,"negative"
"rna__TraesNOR6D03G03797470","TraesNOR6D03G03797470","rna","C2-",2,"negative"
"rna__TraesNOR7A03G03891500","TraesNOR7A03G03891500","rna","C1+",1,"positive"
"rna__TraesNOR1D03G00572410","TraesNOR1D03G00572410","rna","C2+",2,"positive"
"rna__TraesNOR5A03G02795820","TraesNOR5A03G02795820","rna","C1-",1,"negative"
"rna__TraesNOR1D03G00523710","TraesNOR1D03G00523710","rna","C2+",2,"positive"
"rna__TraesNOR7B03G04211760","TraesNOR7B03G04211760","rna","C1-",1,"negative"
"rna__TraesNOR1D03G00503010","TraesNOR1D03G00503010","rna","C1-",1,"negative"
"rna__TraesNOR5D03G03137630","TraesNOR5D03G03137630","rna","C1-",1,"negative"
"rna__TraesNOR5D03G03201800","TraesNOR5D03G03201800","rna","C1-",1,"negative"
"rna__TraesNOR5B03G03030730","TraesNOR5B03G03030730","rna","C1-",1,"negative"
"rna__TraesNOR6D03G03776540","TraesNOR6D03G03776540","rna","C2+",2,"positive"
"rna__TraesNOR2B03G00843880","TraesNOR2B03G00843880","rna","C1+",1,"positive"
"rna__TraesNOR5A03G02758390","TraesNOR5A03G02758390","rna","C1-",1,"negative"
"rna__TraesNOR2D03G01275720","TraesNOR2D03G01275720","rna","C1-",1,"negative"
"rna__TraesNOR5D03G03239580","TraesNOR5D03G03239580","rna","C1-",1,"negative"
"rna__TraesNOR5A03G02753790","TraesNOR5A03G02753790","rna","C1-",1,"negative"
"rna__TraesNOR4B03G02370700","TraesNOR4B03G02370700","rna","C1-",1,"negative"
"rna__TraesNOR7D03G04386240","TraesNOR7D03G04386240","rna","C1-",1,"negative"
"rna__TraesNOR2D03G01106420","TraesNOR2D03G01106420","rna","C1-",1,"negative"
"rna__TraesNOR7D03G04322630","TraesNOR7D03G04322630","rna","C1+",1,"positive"
"rna__TraesNOR3B03G01619670","TraesNOR3B03G01619670","rna","C1-",1,"negative"
"rna__TraesNOR2D03G01116860","TraesNOR2D03G01116860","rna","C1-",1,"negative"
"rna__TraesNOR6B03G03521080","TraesNOR6B03G03521080","rna","C1-",1,"negative"
"rna__TraesNOR6A03G03413920","TraesNOR6A03G03413920","rna","C2-",2,"negative"
"rna__TraesNOR4D03G02441090","TraesNOR4D03G02441090","rna","C1-",1,"negative"
"rna__TraesNOR2D03G01186270","TraesNOR2D03G01186270","rna","C1-",1,"negative"
"rna__TraesNOR4B03G02299450","TraesNOR4B03G02299450","rna","C1-",1,"negative"
"rna__TraesNOR6D03G03746570","TraesNOR6D03G03746570","rna","C1-",1,"negative"
"rna__TraesNOR5D03G03219180","TraesNOR5D03G03219180","rna","C1+",1,"positive"
"rna__TraesNOR5A03G02752320","TraesNOR5A03G02752320","rna","C2+",2,"positive"
"rna__TraesNOR2A03G00747440","TraesNOR2A03G00747440","rna","C1+",1,"positive"
"rna__TraesNOR1D03G00512780","TraesNOR1D03G00512780","rna","C2+",2,"positive"
"rna__TraesNOR4D03G02474110","TraesNOR4D03G02474110","rna","C2+",2,"positive"
"rna__TraesNOR5A03G02591200","TraesNOR5A03G02591200","rna","C1+",1,"positive"
"rna__TraesNOR6B03G03455720","TraesNOR6B03G03455720","rna","C1-",1,"negative"
"rna__TraesNOR2D03G01264810","TraesNOR2D03G01264810","rna","C2-",2,"negative"
"rna__TraesNOR7B03G04207530","TraesNOR7B03G04207530","rna","C1-",1,"negative"
"rna__TraesNOR5A03G02594810","TraesNOR5A03G02594810","rna","C1-",1,"negative"
"rna__TraesNOR5D03G03097210","TraesNOR5D03G03097210","rna","C1-",1,"negative"
"rna__TraesNOR1D03G00547610","TraesNOR1D03G00547610","rna","C1-",1,"negative"
"rna__TraesNOR2B03G00985110","TraesNOR2B03G00985110","rna","C1-",1,"negative"
"rna__TraesNOR4D03G02469990","TraesNOR4D03G02469990","rna","C1+",1,"positive"
"rna__TraesNOR2B03G01042550","TraesNOR2B03G01042550","rna","C1-",1,"negative"
"rna__TraesNOR3D03G01943300","TraesNOR3D03G01943300","rna","C2+",2,"positive"
"rna__TraesNOR6B03G03656340","TraesNOR6B03G03656340","rna","C2-",2,"negative"
"rna__TraesNOR6B03G03541320","TraesNOR6B03G03541320","rna","C1-",1,"negative"
"rna__TraesNOR7A03G03877440","TraesNOR7A03G03877440","rna","C1+",1,"positive"
"rna__TraesNOR1D03G00450240","TraesNOR1D03G00450240","rna","C1-",1,"negative"
"rna__TraesNOR3A03G01462160","TraesNOR3A03G01462160","rna","C2+",2,"positive"
"rna__TraesNOR2B03G00875150","TraesNOR2B03G00875150","rna","C2+",2,"positive"
"rna__TraesNOR2A03G00749150","TraesNOR2A03G00749150","rna","C2+",2,"positive"
"rna__TraesNOR6D03G03783460","TraesNOR6D03G03783460","rna","C2+",2,"positive"
"rna__TraesNOR2D03G01227960","TraesNOR2D03G01227960","rna","C2+",2,"positive"
"rna__TraesNOR6D03G03682920","TraesNOR6D03G03682920","rna","C1+",1,"positive"
"rna__TraesNOR5D03G03220220","TraesNOR5D03G03220220","rna","C1-",1,"negative"
"rna__TraesNOR4B03G02298040","TraesNOR4B03G02298040","rna","C1+",1,"positive"
"rna__TraesNOR3D03G01974160","TraesNOR3D03G01974160","rna","C1-",1,"negative"
"rna__TraesNOR3A03G01353690","TraesNOR3A03G01353690","rna","C1-",1,"negative"
"rna__TraesNOR3B03G01566120","TraesNOR3B03G01566120","rna","C1-",1,"negative"
"rna__TraesNOR4A03G02178350","TraesNOR4A03G02178350","rna","C2+",2,"positive"
"rna__TraesNOR6D03G03717690","TraesNOR6D03G03717690","rna","C1-",1,"negative"
"rna__TraesNOR5D03G03249030","TraesNOR5D03G03249030","rna","C2+",2,"positive"
"rna__TraesNOR1D03G00486770","TraesNOR1D03G00486770","rna","C1-",1,"negative"
"rna__TraesNOR7D03G04508630","TraesNOR7D03G04508630","rna","C1-",1,"negative"
"rna__TraesNOR4D03G02512860","TraesNOR4D03G02512860","rna","C2+",2,"positive"
"rna__TraesNOR7A03G04000610","TraesNOR7A03G04000610","rna","C1+",1,"positive"
"rna__TraesNOR2A03G00762960","TraesNOR2A03G00762960","rna","C1-",1,"negative"
"rna__TraesNOR7D03G04441330","TraesNOR7D03G04441330","rna","C1-",1,"negative"
"rna__TraesNOR6A03G03404680","TraesNOR6A03G03404680","rna","C1-",1,"negative"
"rna__TraesNOR5D03G03264280","TraesNOR5D03G03264280","rna","C1-",1,"negative"
"rna__TraesNOR6B03G03608860","TraesNOR6B03G03608860","rna","C2+",2,"positive"
"rna__TraesNOR1B03G00310270","TraesNOR1B03G00310270","rna","C1-",1,"negative"
"rna__TraesNOR6B03G03490150","TraesNOR6B03G03490150","rna","C2+",2,"positive"
"rna__TraesNOR2A03G00729750","TraesNOR2A03G00729750","rna","C1-",1,"negative"
"rna__TraesNOR6A03G03385510","TraesNOR6A03G03385510","rna","C1-",1,"negative"
"rna__TraesNOR3B03G01711030","TraesNOR3B03G01711030","rna","C1-",1,"negative"
"rna__TraesNOR6A03G03264920","TraesNOR6A03G03264920","rna","C1-",1,"negative"
"rna__TraesNOR6D03G03729850","TraesNOR6D03G03729850","rna","C1-",1,"negative"
"rna__TraesNOR2D03G01289930","TraesNOR2D03G01289930","rna","C2+",2,"positive"
"rna__TraesNOR5A03G02665690","TraesNOR5A03G02665690","rna","C1-",1,"negative"
"rna__TraesNOR5B03G02932520","TraesNOR5B03G02932520","rna","C1-",1,"negative"
"rna__TraesNOR4B03G02360070","TraesNOR4B03G02360070","rna","C2-",2,"negative"
"rna__TraesNOR1D03G00556090","TraesNOR1D03G00556090","rna","C1+",1,"positive"
"rna__TraesNOR2D03G01219420","TraesNOR2D03G01219420","rna","C2-",2,"negative"
"rna__TraesNOR1B03G00232920","TraesNOR1B03G00232920","rna","C1-",1,"negative"
"rna__TraesNOR2B03G01001560","TraesNOR2B03G01001560","rna","C1-",1,"negative"
"rna__TraesNOR6A03G03267240","TraesNOR6A03G03267240","rna","C1-",1,"negative"
"rna__TraesNOR6D03G03796250","TraesNOR6D03G03796250","rna","C2+",2,"positive"
"rna__TraesNOR5D03G03225400","TraesNOR5D03G03225400","rna","C2+",2,"positive"
"rna__TraesNOR4B03G02356160","TraesNOR4B03G02356160","rna","C1-",1,"negative"
"rna__TraesNOR4D03G02524790","TraesNOR4D03G02524790","rna","C1-",1,"negative"
"rna__TraesNOR1A03G00136430","TraesNOR1A03G00136430","rna","C1-",1,"negative"
"rna__TraesNOR3A03G01471590","TraesNOR3A03G01471590","rna","C2+",2,"positive"
"rna__TraesNOR5D03G03162280","TraesNOR5D03G03162280","rna","C1-",1,"negative"
"rna__TraesNOR7B03G04147010","TraesNOR7B03G04147010","rna","C2+",2,"positive"
"rna__TraesNOR4D03G02532540","TraesNOR4D03G02532540","rna","C2+",2,"positive"
"rna__TraesNOR1B03G00282750","TraesNOR1B03G00282750","rna","C1+",1,"positive"
"rna__TraesNOR5A03G02597400","TraesNOR5A03G02597400","rna","C1-",1,"negative"
"rna__TraesNOR2D03G01206930","TraesNOR2D03G01206930","rna","C1-",1,"negative"
"rna__TraesNOR3A03G01484640","TraesNOR3A03G01484640","rna","C1-",1,"negative"
"rna__TraesNOR2D03G01185040","TraesNOR2D03G01185040","rna","C1-",1,"negative"
"rna__TraesNOR6B03G03492440","TraesNOR6B03G03492440","rna","C1-",1,"negative"
"rna__TraesNOR4B03G02263170","TraesNOR4B03G02263170","rna","C1-",1,"negative"
"rna__TraesNOR2D03G01202300","TraesNOR2D03G01202300","rna","C1-",1,"negative"
"rna__TraesNOR7A03G03992400","TraesNOR7A03G03992400","rna","C1-",1,"negative"
"rna__TraesNOR3A03G01493810","TraesNOR3A03G01493810","rna","C1+",1,"positive"
"rna__TraesNOR2B03G00928850","TraesNOR2B03G00928850","rna","C1-",1,"negative"
"rna__TraesNOR6B03G03494900","TraesNOR6B03G03494900","rna","C1-",1,"negative"
"rna__TraesNOR7D03G04436110","TraesNOR7D03G04436110","rna","C2-",2,"negative"
"rna__TraesNOR5A03G02667010","TraesNOR5A03G02667010","rna","C1-",1,"negative"
"rna__TraesNOR4B03G02284450","TraesNOR4B03G02284450","rna","C1-",1,"negative"
"rna__TraesNOR4B03G02253100","TraesNOR4B03G02253100","rna","C2+",2,"positive"
"rna__TraesNOR5B03G02878440","TraesNOR5B03G02878440","rna","C1-",1,"negative"
"rna__TraesNOR5B03G03002290","TraesNOR5B03G03002290","rna","C1-",1,"negative"
"rna__TraesNOR4A03G02193950","TraesNOR4A03G02193950","rna","C1-",1,"negative"
"rna__TraesNOR3D03G01856750","TraesNOR3D03G01856750","rna","C2-",2,"negative"
"rna__TraesNOR4A03G02161170","TraesNOR4A03G02161170","rna","C1-",1,"negative"
"rna__TraesNOR4B03G02336960","TraesNOR4B03G02336960","rna","C1-",1,"negative"
"rna__TraesNOR3B03G01685650","TraesNOR3B03G01685650","rna","C1-",1,"negative"
"rna__TraesNOR2D03G01104060","TraesNOR2D03G01104060","rna","C1-",1,"negative"
"rna__TraesNOR2B03G01067080","TraesNOR2B03G01067080","rna","C1-",1,"negative"
"rna__TraesNOR4B03G02408580","TraesNOR4B03G02408580","rna","C1+",1,"positive"
"rna__TraesNOR2D03G01267780","TraesNOR2D03G01267780","rna","C1-",1,"negative"
"rna__TraesNOR2B03G01029810","TraesNOR2B03G01029810","rna","C1-",1,"negative"
"rna__TraesNOR4B03G02272500","TraesNOR4B03G02272500","rna","C1-",1,"negative"
"rna__TraesNOR5B03G02876580","TraesNOR5B03G02876580","rna","C1-",1,"negative"
"rna__TraesNOR6B03G03591860","TraesNOR6B03G03591860","rna","C1-",1,"negative"
"rna__TraesNOR4A03G02155240","TraesNOR4A03G02155240","rna","C1-",1,"negative"
"rna__TraesNOR5D03G03151770","TraesNOR5D03G03151770","rna","C1-",1,"negative"
"rna__TraesNOR6B03G03608960","TraesNOR6B03G03608960","rna","C1-",1,"negative"
"rna__TraesNOR5B03G03024190","TraesNOR5B03G03024190","rna","C1-",1,"negative"
"rna__TraesNOR7B03G04141290","TraesNOR7B03G04141290","rna","C1-",1,"negative"
"rna__TraesNOR7A03G04016660","TraesNOR7A03G04016660","rna","C1-",1,"negative"
"rna__TraesNOR2D03G01248950","TraesNOR2D03G01248950","rna","C2-",2,"negative"
"rna__TraesNOR5A03G02758250","TraesNOR5A03G02758250","rna","C1-",1,"negative"
"rna__TraesNOR6D03G03737820","TraesNOR6D03G03737820","rna","C1-",1,"negative"
"rna__TraesNOR2A03G00804700","TraesNOR2A03G00804700","rna","C1-",1,"negative"
"rna__TraesNOR6D03G03790830","TraesNOR6D03G03790830","rna","C1-",1,"negative"
"rna__TraesNOR5A03G02780050","TraesNOR5A03G02780050","rna","C1-",1,"negative"
"rna__TraesNOR3D03G01831930","TraesNOR3D03G01831930","rna","C1-",1,"negative"
"rna__TraesNOR5B03G02921600","TraesNOR5B03G02921600","rna","C1-",1,"negative"
"rna__TraesNOR2A03G00601460","TraesNOR2A03G00601460","rna","C1-",1,"negative"
"rna__TraesNOR2A03G00686440","TraesNOR2A03G00686440","rna","C1-",1,"negative"
"rna__TraesNOR4B03G02421880","TraesNOR4B03G02421880","rna","C1-",1,"negative"
"rna__TraesNOR4D03G02551270","TraesNOR4D03G02551270","rna","C2+",2,"positive"
"rna__TraesNOR3B03G01821580","TraesNOR3B03G01821580","rna","C1-",1,"negative"
"rna__TraesNOR6D03G03795690","TraesNOR6D03G03795690","rna","C1-",1,"negative"
"rna__TraesNOR5A03G02764330","TraesNOR5A03G02764330","rna","C1-",1,"negative"
"rna__TraesNOR6A03G03429140","TraesNOR6A03G03429140","rna","C1-",1,"negative"
"rna__TraesNOR5B03G02999450","TraesNOR5B03G02999450","rna","C1-",1,"negative"
"rna__TraesNOR6D03G03703810","TraesNOR6D03G03703810","rna","C2+",2,"positive"
"rna__TraesNOR5D03G03082300","TraesNOR5D03G03082300","rna","C1-",1,"negative"
"rna__TraesNOR3A03G01407590","TraesNOR3A03G01407590","rna","C1+",1,"positive"
"rna__TraesNOR3B03G01567630","TraesNOR3B03G01567630","rna","C2+",2,"positive"
"rna__TraesNOR5A03G02765020","TraesNOR5A03G02765020","rna","C1-",1,"negative"
"rna__TraesNOR2B03G01048510","TraesNOR2B03G01048510","rna","C1+",1,"positive"
"rna__TraesNOR4A03G02201240","TraesNOR4A03G02201240","rna","C1-",1,"negative"
"rna__TraesNOR6A03G03270300","TraesNOR6A03G03270300","rna","C1+",1,"positive"
"rna__TraesNOR4A03G02051650","TraesNOR4A03G02051650","rna","C1-",1,"negative"
"rna__TraesNOR5A03G02624150","TraesNOR5A03G02624150","rna","C1-",1,"negative"
"rna__TraesNOR3A03G01535720","TraesNOR3A03G01535720","rna","C1-",1,"negative"
"rna__TraesNOR7D03G04414530","TraesNOR7D03G04414530","rna","C1-",1,"negative"
"rna__TraesNOR2B03G01074180","TraesNOR2B03G01074180","rna","C1-",1,"negative"
"rna__TraesNOR3D03G01827400","TraesNOR3D03G01827400","rna","C1-",1,"negative"
"rna__TraesNOR4B03G02240640","TraesNOR4B03G02240640","rna","C1-",1,"negative"
"rna__TraesNOR3B03G01738570","TraesNOR3B03G01738570","rna","C1-",1,"negative"
